id,name,date_of_birth,height,weight,spike,block,link
22,Ruoqi Hui,04/03/1991,189,70,312,305,Players.asp?Tourn=WGP2012&Team=CHN&No=123853
23,Na Wang,25/02/1990,178,63,305,295,Players.asp?Tourn=WGP2012&Team=CHN&No=124133
24,Jinling Chu,29/07/1984,190,72,310,302,Players.asp?Tourn=WGP2012&Team=CHN&No=123852
25,Xian Zhang,16/03/1985,168,57,290,280,Players.asp?Tourn=WGP2012&Team=CHN&No=118621
26,Qiuyue Wei,26/09/1988,182,75,305,300,Players.asp?Tourn=WGP2012&Team=CHN&No=114976
27,Junjing Yang,15/05/1989,190,70,308,300,Players.asp?Tourn=WGP2012&Team=CHN&No=118690
28,Danna Shan,08/10/1991,168,60,290,285,Players.asp?Tourn=WGP2012&Team=CHN&No=124138
29,Yunli Xu,02/08/1987,196,75,317,315,Players.asp?Tourn=WGP2012&Team=CHN&No=123864
30,Chunlei Zeng,03/11/1989,187,67,315,315,Players.asp?Tourn=WGP2012&Team=CHN&No=114974
31,Ni Yan,02/03/1987,192,74,317,306,Players.asp?Tourn=WGP2012&Team=CHN&No=138748
32,Congcong Liu,08/12/1990,188,70,310,305,Players.asp?Tourn=WGP2012&Team=CHN&No=138749
33,Yunwen Ma,19/10/1986,190,76,315,307,Players.asp?Tourn=WGP2012&Team=CHN&No=114518
34,Na Yin,03/02/1988,182,65,305,300,Players.asp?Tourn=WGP2012&Team=CHN&No=123854
35,Lei Zhang,11/01/1985,181,71,316,310,Players.asp?Tourn=WGP2012&Team=CHN&No=132057
36,Linlin Fan,01/12/1991,190,77,316,301,Players.asp?Tourn=WGP2012&Team=CHN&No=116423
37,Qian Wang,14/03/1989,174,65,305,295,Players.asp?Tourn=WGP2012&Team=CHN&No=123857
38,Liyi Chen,27/04/1989,184,75,302,290,Players.asp?Tourn=WGP2012&Team=CHN&No=119295
39,Ming Xue,23/02/1987,193,72,324,315,Players.asp?Tourn=WGP2012&Team=CHN&No=114516
40,Zhou Yang,21/04/1992,190,78,308,303,Players.asp?Tourn=WGP2012&Team=CHN&No=133590
41,Yanan Qiu,16/01/1989,183,62,295,280,Players.asp?Tourn=WGP2012&Team=CHN&No=135415
42,Jingsi Shen,03/05/1989,185,78,305,300,Players.asp?Tourn=WGP2012&Team=CHN&No=123862
43,Yanelis Santos Allegne,30/03/1986,181,69,324,304,Players.asp?Tourn=WGP2012&Team=CUB&No=118381
44,Alena Rojas Orta,09/08/1992,186,76,320,305,Players.asp?Tourn=WGP2012&Team=CUB&No=138784
45,Yoana Palacio Mendoza,06/10/1990,184,67,313,300,Players.asp?Tourn=WGP2012&Team=CUB&No=124084
46,Yunieska Robles Batista,21/03/1993,185,67,308,285,Players.asp?Tourn=WGP2012&Team=CUB&No=124161
47,Daymara Lescay Cajigal,05/09/1992,184,72,308,290,Players.asp?Tourn=WGP2012&Team=CUB&No=154412
48,Yamila Hernandez Santas,08/11/1992,182,69,301,285,Players.asp?Tourn=WGP2012&Team=CUB&No=124162
49,Emily Borrell Cruz,19/02/1992,167,55,270,260,Players.asp?Tourn=WGP2012&Team=CUB&No=124091
50,Rachel Sanchez Perez,09/01/1989,190,86,316,297,Players.asp?Tourn=WGP2012&Team=CUB&No=118391
51,Ana Lidia Cleger Abel,27/11/1989,183,69,300,285,Players.asp?Tourn=WGP2012&Team=CUB&No=118386
52,Liannes Castañeda Simon,18/10/1986,188,70,325,320,Players.asp?Tourn=WGP2012&Team=CUB&No=113990
53,Dairilys Margarita Cruz Perez,12/09/1990,183,65,310,305,Players.asp?Tourn=WGP2012&Team=CUB&No=124085
54,Rosanna Giel Ramos,10/06/1992,187,62,320,315,Players.asp?Tourn=WGP2012&Team=CUB&No=124087
55,Dayami Sanchez Savon,14/03/1994,188,64,314,302,Players.asp?Tourn=WGP2012&Team=CUB&No=133942
56,Yusidey Silie Frómeta,11/11/1984,184,77,316,300,Players.asp?Tourn=WGP2012&Team=CUB&No=118397
57,Yaremis de la Caridad Mendaro Leyva,21/04/1994,188,72,310,300,Players.asp?Tourn=WGP2012&Team=CUB&No=135957
58,Gyselle de la Caridad Silva Franco,29/10/1991,184,70,302,295,Players.asp?Tourn=WGP2012&Team=CUB&No=118398
59,Sulian Matienzo Linares,14/12/1994,178,67,318,314,Players.asp?Tourn=WGP2012&Team=CUB&No=133943
60,Jennifer Yanet Alvarez Hernandez,19/11/1993,184,72,310,294,Players.asp?Tourn=WGP2012&Team=CUB&No=124163
61,Heydi Rodríguez López,24/06/1993,184,74,310,305,Players.asp?Tourn=WGP2012&Team=CUB&No=136265
62,Winifer Maria Fernandez Perez,06/01/1995,169,62,270,265,Players.asp?Tourn=WGP2012&Team=DOM&No=131956
63,Lisvel Elisa Eve Mejia,10/09/1991,194,90,325,315,Players.asp?Tourn=WGP2012&Team=DOM&No=119591
64,Marianne Fersola Norberto,16/01/1992,191,60,315,310,Players.asp?Tourn=WGP2012&Team=DOM&No=119544
65,Brenda Castillo,05/06/1992,167,55,245,230,Players.asp?Tourn=WGP2012&Team=DOM&No=119039
66,Carmen Rosa Caso Sierra,29/11/1981,168,59,240,230,Players.asp?Tourn=WGP2012&Team=DOM&No=112460
67,Niverka Dharlenis Marte Frica,19/10/1990,178,71,295,283,Players.asp?Tourn=WGP2012&Team=DOM&No=119585
68,Candida Estefany Arias Perez,11/03/1992,194,68,320,315,Players.asp?Tourn=WGP2012&Team=DOM&No=119224
69,Sidarka De Los Milagros Nuñez,25/06/1984,185,62,330,320,Players.asp?Tourn=WGP2012&Team=DOM&No=114679
70,Milagros Cabral de la Cruz,17/10/1978,182,63,325,320,Players.asp?Tourn=WGP2012&Team=DOM&No=113445
71,Jeoselyna Rodriguez Santos,09/12/1991,187,63,325,315,Players.asp?Tourn=WGP2012&Team=DOM&No=119587
72,Karla Miguelina Echenique Medina,16/05/1986,180,65,300,290,Players.asp?Tourn=WGP2012&Team=DOM&No=112464
73,Cindy Carolina Rondon Martinez,12/11/1987,186,61,320,315,Players.asp?Tourn=WGP2012&Team=DOM&No=114085
74,Prisilla Rivera Brens,29/12/1984,183,67,309,305,Players.asp?Tourn=WGP2012&Team=DOM&No=112468
75,Celenia Toribio De Leon,17/07/1994,181,69,290,286,Players.asp?Tourn=WGP2012&Team=DOM&No=131957
76,Yonkaira Paola Peña Isabel,10/05/1993,190,70,320,310,Players.asp?Tourn=WGP2012&Team=DOM&No=123978
77,Gina Altagracia Mambru Casilla,21/01/1986,182,65,330,315,Players.asp?Tourn=WGP2012&Team=DOM&No=115391
78,Bethania De La Cruz De Peña,13/05/1987,188,70,330,320,Players.asp?Tourn=WGP2012&Team=DOM&No=114294
79,Yeniffer Cristina Ramirez Espinal,17/03/1993,183,67,285,289,Players.asp?Tourn=WGP2012&Team=DOM&No=119222
80,Brayelin Elizabeth Martinez,11/09/1996,201,83,330,320,Players.asp?Tourn=WGP2012&Team=DOM&No=123982
81,Kathleen Weiß,02/02/1984,173,64,290,273,Players.asp?Tourn=WGP2012&Team=GER&No=113902
82,Denise Hanke,31/08/1989,183,73,297,284,Players.asp?Tourn=WGP2012&Team=GER&No=119105
83,Kerstin Tzscherlich,15/02/1978,179,72,295,282,Players.asp?Tourn=WGP2012&Team=GER&No=111003
84,Anja Brandt,15/02/1990,195,77,310,295,Players.asp?Tourn=WGP2012&Team=GER&No=119318
85,Kathy Radzuweit,02/03/1982,196,76,319,300,Players.asp?Tourn=WGP2012&Team=GER&No=112051
86,Angelina Hübner-Grün,02/12/1979,185,74,309,287,Players.asp?Tourn=WGP2012&Team=GER&No=111007
87,Berit Kauffeldt,08/07/1990,190,75,311,294,Players.asp?Tourn=WGP2012&Team=GER&No=118959
88,Corina Ssuschke-Voigt,09/05/1983,189,75,310,298,Players.asp?Tourn=WGP2012&Team=GER&No=112479
89,Anne Matthes,30/04/1985,182,66,312,295,Players.asp?Tourn=WGP2012&Team=GER&No=120334
90,Christiane Fürst,29/03/1985,193,80,323,307,Players.asp?Tourn=WGP2012&Team=GER&No=112473
91,Heike Beier,09/12/1983,184,73,305,293,Players.asp?Tourn=WGP2012&Team=GER&No=112477
92,Saskia Hippe,16/01/1991,185,67,315,292,Players.asp?Tourn=WGP2012&Team=GER&No=118954
93,Margareta Kozuch,30/10/1986,187,70,309,297,Players.asp?Tourn=WGP2012&Team=GER&No=116179
94,Maren Fromm,10/07/1986,184,68,303,295,Players.asp?Tourn=WGP2012&Team=GER&No=120333
95,Lisa Thomsen,20/08/1985,172,68,290,285,Players.asp?Tourn=WGP2012&Team=GER&No=123175
96,Lena Möllers,06/01/1990,188,74,312,297,Players.asp?Tourn=WGP2012&Team=GER&No=118946
97,Nadja Schaus,08/11/1984,187,66,305,295,Players.asp?Tourn=WGP2012&Team=GER&No=123177
98,Regina Burchardt,01/07/1983,186,77,302,294,Players.asp?Tourn=WGP2012&Team=GER&No=112480
99,Mareen Von Römer,26/03/1987,183,73,295,284,Players.asp?Tourn=WGP2012&Team=GER&No=114525
100,Claudia Steger,10/03/1990,0,0,301,284,Players.asp?Tourn=WGP2012&Team=GER&No=157610
101,Friederike Thieme,16/04/1987,187,73,302,292,Players.asp?Tourn=WGP2012&Team=GER&No=135872
102,Luise Mauersberger,02/07/1990,188,80,296,290,Players.asp?Tourn=WGP2012&Team=GER&No=118957
103,Sarah Petrausch,31/07/1990,187,85,306,295,Players.asp?Tourn=WGP2012&Team=GER&No=118953
104,Hitomi Nakamichi,18/09/1985,159,53,270,256,Players.asp?Tourn=WGP2012&Team=JPN&No=134030
105,Yoshie Takeshita,18/03/1978,159,53,280,270,Players.asp?Tourn=WGP2012&Team=JPN&No=111715
106,Kaori Inoue,21/10/1982,182,59,306,300,Players.asp?Tourn=WGP2012&Team=JPN&No=122612
107,Ai Otomo,24/03/1982,184,68,312,305,Players.asp?Tourn=WGP2012&Team=JPN&No=138790
108,Yuko Sano,26/07/1979,159,54,260,250,Players.asp?Tourn=WGP2012&Team=JPN&No=113311
109,Mai Yamaguchi,03/07/1983,176,62,304,292,Players.asp?Tourn=WGP2012&Team=JPN&No=122617
110,Kotoki Zayasu,11/01/1990,159,57,270,255,Players.asp?Tourn=WGP2012&Team=JPN&No=135413
111,Mizuho Ishida,22/01/1988,174,65,301,286,Players.asp?Tourn=WGP2012&Team=JPN&No=119191
112,Nana Iwasaka,03/07/1990,187,76,298,293,Players.asp?Tourn=WGP2012&Team=JPN&No=135410
113,Erika Shinomiya,03/08/1984,186,78,305,297,Players.asp?Tourn=WGP2012&Team=JPN&No=112717
114,Saori Kimura,19/08/1986,185,65,304,293,Players.asp?Tourn=WGP2012&Team=JPN&No=114038
115,Risa Shinnabe,11/07/1990,175,64,293,285,Players.asp?Tourn=WGP2012&Team=JPN&No=135411
116,Yukiko Ebata,07/11/1989,176,67,305,298,Players.asp?Tourn=WGP2012&Team=JPN&No=132056
117,Maiko Kano,15/07/1988,185,72,303,285,Players.asp?Tourn=WGP2012&Team=JPN&No=122614
118,Saori Sakoda,18/12/1987,175,63,305,279,Players.asp?Tourn=WGP2012&Team=JPN&No=132053
119,Kanako Hirai,15/04/1984,183,69,309,290,Players.asp?Tourn=WGP2012&Team=JPN&No=138789
120,Riho Otake,23/12/1993,182,68,306,296,Players.asp?Tourn=WGP2012&Team=JPN&No=133107
121,Kanari Hamaguchi,29/08/1985,167,60,283,269,Players.asp?Tourn=WGP2012&Team=JPN&No=122618
122,Haruka Miyashita,01/09/1994,177,61,298,272,Players.asp?Tourn=WGP2012&Team=JPN&No=132100
123,Ayumi Nakamura,29/08/1990,176,70,294,278,Players.asp?Tourn=WGP2012&Team=JPN&No=138803
124,Mai Okumura,31/10/1990,177,66,297,285,Players.asp?Tourn=WGP2012&Team=JPN&No=138802
125,Yuki Ishii,08/05/1991,180,67,305,287,Players.asp?Tourn=WGP2012&Team=JPN&No=135416
126,Miyu Nagaoka,25/07/1991,179,64,308,303,Players.asp?Tourn=WGP2012&Team=JPN&No=119385
127,Rika Nomoto,21/09/1991,180,72,308,291,Players.asp?Tourn=WGP2012&Team=JPN&No=138801
128,Hye Seon Yeum,03/02/1991,177,65,278,263,Players.asp?Tourn=WGP2012&Team=KOR&No=120148
129,Joon-Eem Ha,26/12/1989,189,74,287,281,Players.asp?Tourn=WGP2012&Team=KOR&No=116449
130,Sa Nee Kim,21/06/1981,180,75,302,292,Players.asp?Tourn=WGP2012&Team=KOR&No=111622
131,Hae Ran Kim,16/03/1984,168,60,270,250,Players.asp?Tourn=WGP2012&Team=KOR&No=112775
132,Su Ji Kim,11/07/1987,187,68,283,273,Players.asp?Tourn=WGP2012&Team=KOR&No=114072
133,Hyo-Sook Lim,26/04/1982,177,75,278,270,Players.asp?Tourn=WGP2012&Team=KOR&No=112493
134,Jie Youn Nam,25/05/1983,170,61,285,273,Players.asp?Tourn=WGP2012&Team=KOR&No=112496
135,Jeongah Park,26/03/1993,187,75,300,290,Players.asp?Tourn=WGP2012&Team=KOR&No=131893
136,Yeon Koung Kim,26/02/1988,192,73,330,320,Players.asp?Tourn=WGP2012&Team=KOR&No=116439
137,Yoo-Mi Han,05/02/1982,180,65,307,297,Players.asp?Tourn=WGP2012&Team=KOR&No=111640
138,Songyi Han,05/09/1984,186,65,305,298,Players.asp?Tourn=WGP2012&Team=KOR&No=112772
139,Dae-Young Jung,12/08/1981,185,73,279,269,Players.asp?Tourn=WGP2012&Team=KOR&No=112033
140,Youn Joo Hwang,13/08/1986,177,64,285,265,Players.asp?Tourn=WGP2012&Team=KOR&No=114880
141,Ji-Youn Jung,28/06/1980,178,64,295,284,Players.asp?Tourn=WGP2012&Team=KOR&No=113907
142,Hye-Suk Yoon,19/06/1983,174,60,293,283,Players.asp?Tourn=WGP2012&Team=KOR&No=114879
143,Hyo Jin Yang,14/12/1989,190,72,340,338,Players.asp?Tourn=WGP2012&Team=KOR&No=116443
144,Hyejin Kim,17/02/1989,180,62,284,274,Players.asp?Tourn=WGP2012&Team=KOR&No=116436
145,Heejin Kim,29/04/1991,185,75,305,295,Players.asp?Tourn=WGP2012&Team=KOR&No=119484
146,Sook-Ja Lee,17/06/1980,175,58,286,264,Players.asp?Tourn=WGP2012&Team=KOR&No=113908
147,Min-Ji Kim,25/05/1985,187,75,304,296,Players.asp?Tourn=WGP2012&Team=KOR&No=112774
148,Bo-Lam Lee,08/08/1988,185,75,283,274,Players.asp?Tourn=WGP2012&Team=KOR&No=116441
149,Hyo Hee Lee,09/09/1980,173,58,272,252,Players.asp?Tourn=WGP2012&Team=KOR&No=117683
150,Sooji Han,01/02/1989,182,72,285,275,Players.asp?Tourn=WGP2012&Team=KOR&No=116433
151,Myungok Yim,05/05/1986,175,62,273,253,Players.asp?Tourn=WGP2012&Team=KOR&No=118028
152,Krystyna Strasz,24/07/1987,165,55,0,252,Players.asp?Tourn=WGP2012&Team=POL&No=132063
153,Karolina Rozycka,28/06/1985,183,68,305,284,Players.asp?Tourn=WGP2012&Team=POL&No=132060
154,Izabela Belcik,29/11/1980,185,65,304,292,Players.asp?Tourn=WGP2012&Team=POL&No=113513
155,Berenika Tomsia,18/03/1988,188,72,310,302,Players.asp?Tourn=WGP2012&Team=POL&No=114293
156,Agnieszka Bednarek-Kasza,20/02/1986,185,71,310,295,Players.asp?Tourn=WGP2012&Team=POL&No=119134
157,Joanna Kaczor,16/09/1984,191,64,305,290,Players.asp?Tourn=WGP2012&Team=POL&No=112557
158,Katarzyna Skorupa,16/09/1984,183,69,302,296,Players.asp?Tourn=WGP2012&Team=POL&No=112699
159,Ewelina Brzezinska,26/01/1988,182,68,308,280,Players.asp?Tourn=WGP2012&Team=POL&No=132059
160,Kinga Kasprzak,12/06/1987,188,76,310,295,Players.asp?Tourn=WGP2012&Team=POL&No=132064
161,Anna Werblinska,14/05/1984,178,66,308,292,Players.asp?Tourn=WGP2012&Team=POL&No=112544
162,Izabela Kowalinska,23/02/1985,186,77,300,283,Players.asp?Tourn=WGP2012&Team=POL&No=112696
163,Paulina Maj-Erwardt,22/03/1987,166,58,277,255,Players.asp?Tourn=WGP2012&Team=POL&No=118379
164,Joanna Wolosz,07/04/1990,181,71,303,281,Players.asp?Tourn=WGP2012&Team=POL&No=118591
165,Katarzyna Gajgal,21/09/1981,190,85,300,287,Players.asp?Tourn=WGP2012&Team=POL&No=120320
166,Elzbieta Nykiel,06/07/1983,183,69,305,280,Players.asp?Tourn=WGP2012&Team=POL&No=122956
167,Katarzyna Skowronska-Dolata,30/06/1983,189,75,314,296,Players.asp?Tourn=WGP2012&Team=POL&No=112551
168,Maja Tokarska,22/02/1991,193,72,325,293,Players.asp?Tourn=WGP2012&Team=POL&No=118590
169,Monika Ptak,14/05/1990,187,72,310,289,Players.asp?Tourn=WGP2012&Team=POL&No=118595
170,Klaudia Kaczorowska,20/12/1988,184,68,303,281,Players.asp?Tourn=WGP2012&Team=POL&No=119139
171,Paulina Glaz,04/01/1994,184,72,303,287,Players.asp?Tourn=WGP2012&Team=POL&No=136438
172,Zuzanna Czyznielewska,24/04/1992,186,69,300,279,Players.asp?Tourn=WGP2012&Team=POL&No=135804
173,Iga Chojnacka,21/04/1994,183,68,300,280,Players.asp?Tourn=WGP2012&Team=POL&No=135800
174,Agnieszka Kakolewska,17/10/1994,197,75,309,295,Players.asp?Tourn=WGP2012&Team=POL&No=136317
175,Dorota Wilk,28/04/1988,178,66,290,0,Players.asp?Tourn=WGP2012&Team=POL&No=138827
176,Shara Venegas,18/09/1992,173,68,280,272,Players.asp?Tourn=WGP2012&Team=PUR&No=124411
177,Vilmarie Mojica,13/08/1985,180,63,295,288,Players.asp?Tourn=WGP2012&Team=PUR&No=112818
178,Tatiana Encarnación,28/07/1985,182,72,300,279,Players.asp?Tourn=WGP2012&Team=PUR&No=112814
179,Sarai Alvarez,03/04/1986,183,61,295,286,Players.asp?Tourn=WGP2012&Team=PUR&No=115293
180,Yarimar Rosa,20/06/1988,178,62,295,285,Players.asp?Tourn=WGP2012&Team=PUR&No=115005
181,Stephanie Enright,15/12/1990,179,56,300,292,Players.asp?Tourn=WGP2012&Team=PUR&No=119141
182,Shanon Torregrosa,11/02/1981,188,85,301,297,Players.asp?Tourn=WGP2012&Team=PUR&No=113537
183,Aurea Cruz,10/01/1982,180,63,310,290,Players.asp?Tourn=WGP2012&Team=PUR&No=113532
184,Genesis Collazo,04/10/1992,185,74,301,296,Players.asp?Tourn=WGP2012&Team=PUR&No=133609
185,Karina Ocasio,01/08/1985,192,76,298,288,Players.asp?Tourn=WGP2012&Team=PUR&No=116900
186,Michelle Nogueras,05/12/1988,179,58,275,262,Players.asp?Tourn=WGP2012&Team=PUR&No=115998
187,Remy June Mcbain,27/08/1991,188,68,299,289,Players.asp?Tourn=WGP2012&Team=PUR&No=138687
188,Natalia Valentin,12/09/1989,170,61,244,240,Players.asp?Tourn=WGP2012&Team=PUR&No=119146
189,Daly Santana,19/02/1995,185,65,300,274,Players.asp?Tourn=WGP2012&Team=PUR&No=132322
190,Alexandra Oquendo,03/02/1984,189,75,297,284,Players.asp?Tourn=WGP2012&Team=PUR&No=112820
191,Lynda Morales,20/05/1988,188,74,302,296,Players.asp?Tourn=WGP2012&Team=PUR&No=136037
192,Jetzabel Del Valle,19/12/1979,185,73,305,292,Players.asp?Tourn=WGP2012&Team=PUR&No=113531
193,Amanda Vazquez,30/03/1984,185,94,302,297,Players.asp?Tourn=WGP2012&Team=PUR&No=136036
194,Jennifer Quesada,22/02/1992,188,71,299,295,Players.asp?Tourn=WGP2012&Team=PUR&No=133611
195,Jennifer Nogueras,01/08/1991,185,88,299,292,Players.asp?Tourn=WGP2012&Team=PUR&No=119345
196,Valeria Gonzalez,15/09/1988,188,67,288,282,Players.asp?Tourn=WGP2012&Team=PUR&No=138815
197,Pilar Marie Victoria,11/10/1995,182,53,301,268,Players.asp?Tourn=WGP2012&Team=PUR&No=132323
198,Diana Reyes,29/04/1993,188,86,290,285,Players.asp?Tourn=WGP2012&Team=PUR&No=119343
199,Kanisha Jimenez,28/11/1995,185,56,295,291,Players.asp?Tourn=WGP2012&Team=PUR&No=132324
200,Jovana Brakocevic,05/03/1988,196,82,309,295,Players.asp?Tourn=WGP2012&Team=SRB&No=116208
201,Ivana Djerisilo,08/08/1983,188,68,277,252,Players.asp?Tourn=WGP2012&Team=SRB&No=134074
202,Bojana Drca,29/03/1988,186,70,298,283,Players.asp?Tourn=WGP2012&Team=SRB&No=120326
203,Natasa Krsmanovic,19/06/1985,188,73,305,285,Players.asp?Tourn=WGP2012&Team=SRB&No=116211
204,Tijana Malesevic,18/03/1991,185,78,300,286,Players.asp?Tourn=WGP2012&Team=SRB&No=134068
205,Brizitka Molnar,28/07/1985,182,69,304,290,Players.asp?Tourn=WGP2012&Team=SRB&No=116225
206,Ana Antonijevic,26/08/1987,185,71,282,269,Players.asp?Tourn=WGP2012&Team=SRB&No=116214
207,Jovana Vesovic,21/06/1987,182,68,283,268,Players.asp?Tourn=WGP2012&Team=SRB&No=116300
208,Maja Ognjenovic,06/08/1984,183,67,300,293,Players.asp?Tourn=WGP2012&Team=SRB&No=116216
209,Stefana Veljkovic,09/01/1990,190,76,325,310,Players.asp?Tourn=WGP2012&Team=SRB&No=119521
210,Jelena Nikolic,13/04/1982,194,79,315,300,Players.asp?Tourn=WGP2012&Team=SRB&No=116221
211,Ana Bjelica,03/04/1992,190,78,310,305,Players.asp?Tourn=WGP2012&Team=SRB&No=123694
212,Nadja Ninkovic,01/11/1991,193,77,307,298,Players.asp?Tourn=WGP2012&Team=SRB&No=119532
213,Jovana Stevanovic,30/06/1992,192,72,308,295,Players.asp?Tourn=WGP2012&Team=SRB&No=123700
214,Milena Rasic,25/10/1990,193,72,315,310,Players.asp?Tourn=WGP2012&Team=SRB&No=119535
215,Silvija Popovic,15/03/1986,178,65,286,276,Players.asp?Tourn=WGP2012&Team=SRB&No=116298
216,Suzana Cebic,09/11/1984,167,60,279,255,Players.asp?Tourn=WGP2012&Team=SRB&No=116224
217,Sanja Starovic,25/03/1983,194,96,315,305,Players.asp?Tourn=WGP2012&Team=SRB&No=116207
218,Jelena Blagojevic,01/12/1988,181,67,302,284,Players.asp?Tourn=WGP2012&Team=SRB&No=124409
219,Brankica Mihajlovic,13/04/1991,190,83,302,290,Players.asp?Tourn=WGP2012&Team=SRB&No=121593
220,Piyanut Pannoy,10/11/1989,171,62,280,275,Players.asp?Tourn=WGP2012&Team=THA&No=131866
221,Surasawadee Boonyuen,31/10/1991,179,72,280,275,Players.asp?Tourn=WGP2012&Team=THA&No=123527
222,Hattaya Bamrungsuk,12/08/1993,178,62,289,275,Players.asp?Tourn=WGP2012&Team=THA&No=123015
223,Pleumjit Thinkaow,09/11/1983,180,67,303,283,Players.asp?Tourn=WGP2012&Team=THA&No=113352
224,Onuma Sittirak,13/06/1986,175,72,304,285,Players.asp?Tourn=WGP2012&Team=THA&No=114638
225,Pornpimol Kunbang,18/06/1993,178,70,268,260,Players.asp?Tourn=WGP2012&Team=THA&No=122841
226,Utaiwan Kaensing,07/09/1988,189,86,310,295,Players.asp?Tourn=WGP2012&Team=THA&No=119005
227,Piyamas Koijapo,23/10/1978,178,67,298,282,Players.asp?Tourn=WGP2012&Team=THA&No=113356
228,Wilavan Apinyapong,06/06/1984,174,70,294,282,Players.asp?Tourn=WGP2012&Team=THA&No=113916
229,Amporn Hyapha,19/05/1985,180,70,301,290,Players.asp?Tourn=WGP2012&Team=THA&No=113358
230,Tapaphaipun Chaisri,29/11/1989,168,70,295,276,Players.asp?Tourn=WGP2012&Team=THA&No=118998
231,Nootsara Tomkom,07/07/1985,169,57,289,278,Players.asp?Tourn=WGP2012&Team=THA&No=113917
232,Jarasporn Bundasak,01/03/1993,180,66,280,290,Players.asp?Tourn=WGP2012&Team=THA&No=132546
233,Malika Kanthong,08/01/1987,178,65,292,278,Players.asp?Tourn=WGP2012&Team=THA&No=114283
234,Pornpun Guedpard,05/05/1993,170,63,288,279,Players.asp?Tourn=WGP2012&Team=THA&No=123019
235,Kamonporn Sukmak,29/02/1988,174,63,285,275,Players.asp?Tourn=WGP2012&Team=THA&No=114583
236,Ajcharaporn Kongyot,18/06/1995,178,65,298,287,Players.asp?Tourn=WGP2012&Team=THA&No=133511
237,Sontaya Keawbundit,09/02/1991,177,68,290,280,Players.asp?Tourn=WGP2012&Team=THA&No=124062
238,Rasamee Supamool,10/01/1992,178,68,285,276,Players.asp?Tourn=WGP2012&Team=THA&No=132545
239,Tanaporn Polrueng,04/02/1994,173,68,276,275,Players.asp?Tourn=WGP2012&Team=THA&No=136709
240,Kaewkalaya Kamulthala,07/08/1994,178,72,279,273,Players.asp?Tourn=WGP2012&Team=THA&No=136682
241,Chutikarn Pholchai,06/05/1994,173,56,274,267,Players.asp?Tourn=WGP2012&Team=THA&No=136710
242,Yupa Sanitklang,14/08/1991,160,60,280,270,Players.asp?Tourn=WGP2012&Team=THA&No=124271
243,Em-orn Phanusit,25/03/1988,179,70,302,291,Players.asp?Tourn=WGP2012&Team=THA&No=119012
244,Yi Hsuan Lee,02/08/1992,164,59,286,279,Players.asp?Tourn=WGP2012&Team=TPE&No=138693
245,Ko Jou Wu,17/11/1985,175,75,285,275,Players.asp?Tourn=WGP2012&Team=TPE&No=113025
246,Sin Ting Wang,17/10/1992,176,61,278,270,Players.asp?Tourn=WGP2012&Team=TPE&No=122521
