competition_name,competition_year,team,name,date_of_birth,curr_age,height,weight,spike,block,player_page,player_image,nationality,position,short_position
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246311,Hend Farag,1997-01-29,24,186,68,277,272,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=142404&Team=EGY&Tourn=WU202013,,EGY,Middle blocker,MB
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201237495,Elena Perinelli,1995-01-27,26,182,66,299,277,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=136697&Team=ITA&Tourn=WU202013,,ITA,Wing spiker,OH
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201237495,Giulia Carraro,1994-01-25,27,175,65,293,263,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=136703&Team=ITA&Tourn=WU202013,,ITA,Setter,S
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201237495,Eleonora Bruno,1994-01-15,27,180,60,295,258,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=136685&Team=ITA&Tourn=WU202013,,ITA,Libero,L
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201237495,Ilaria Maruotti,1994-01-22,27,183,61,306,283,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=136698&Team=ITA&Tourn=WU202013,,ITA,Wing spiker,OH
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201237495,Alessia Fiesoli,1994-01-25,27,185,62,302,286,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=136699&Team=ITA&Tourn=WU202013,,ITA,Wing spiker,OH
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201237495,Sara Bonifacio,1996-01-03,25,186,75,322,300,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=142391&Team=ITA&Tourn=WU202013,,ITA,Middle blocker,MB
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201237495,Cristina Chirichella,1994-01-10,27,191,79,322,304,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=136690&Team=ITA&Tourn=WU202013,,ITA,Middle blocker,MB
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201237495,Laura Melandri,1995-01-31,26,184,60,305,236,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=136691&Team=ITA&Tourn=WU202013,,ITA,Middle blocker,MB
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201237495,Anna Nicoletti,1996-01-03,25,193,86,306,290,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=142406&Team=ITA&Tourn=WU202013,,ITA,Opposite spiker,OPP
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201237495,Beatrice Parrocchiale,1995-01-26,26,168,59,286,258,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=136689&Team=ITA&Tourn=WU202013,,ITA,Libero,L
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201237495,Miryam Fatime Sylla,1995-01-08,26,184,80,320,240,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=136701&Team=ITA&Tourn=WU202013,,ITA,Wing spiker,OH
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201237495,Chiara Scacchetti,1995-01-10,26,175,67,290,276,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=136683&Team=ITA&Tourn=WU202013,,ITA,Setter,S
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246686,Momoka Oda,1994-01-28,27,173,72,285,270,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=142314&Team=JPN&Tourn=WU202013,,JAP,Wing spiker,OH
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246686,Makiko Homma,1994-01-26,27,178,68,285,280,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=142361&Team=JPN&Tourn=WU202013,,JAP,Middle blocker,MB
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246686,Misaki Yamauchi,1995-01-10,26,172,69,306,295,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=142362&Team=JPN&Tourn=WU202013,,JAP,Wing spiker,OH
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246686,Asuka Nomura,1994-01-23,27,180,64,304,294,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=136503&Team=JPN&Tourn=WU202013,,JAP,Wing spiker,OH
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246686,Kasumi Nakaya,1994-01-08,27,176,68,290,280,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=136506&Team=JPN&Tourn=WU202013,,JAP,Opposite spiker,OPP
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246686,Manami Kojima,1994-01-07,27,158,55,258,256,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=142367&Team=JPN&Tourn=WU202013,,JAP,Libero,L
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246686,Aya Horie,1994-01-16,27,174,66,290,266,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=136504&Team=JPN&Tourn=WU202013,,JAP,Opposite spiker,OPP
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246686,Ayaka Hosokawa,1994-01-30,27,173,64,293,283,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=142371&Team=JPN&Tourn=WU202013,,JAP,Setter,S
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246686,Nozomi Itoh,1995-01-16,26,178,70,306,295,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=142363&Team=JPN&Tourn=WU202013,,JAP,Middle blocker,MB
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246686,Yuki Yamagami,1995-01-06,26,171,59,295,290,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=142364&Team=JPN&Tourn=WU202013,,JAP,Setter,S
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246686,Sakura Doi,1995-01-28,26,177,65,292,285,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=136508&Team=JPN&Tourn=WU202013,,JAP,Wing spiker,OH
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246686,Arisa Inoue,1995-01-08,26,178,66,303,285,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=142372&Team=JPN&Tourn=WU202013,,JAP,Wing spiker,OH
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246057,Lizbeth Sainz,1995-01-14,26,178,55,295,285,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=132302&Team=MEX&Tourn=WU202013,,MEX,Wing spiker,OH
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246057,Ivonne Martinez,1997-01-02,24,175,56,310,302,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=138860&Team=MEX&Tourn=WU202013,,MEX,-,
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246057,Samantha Bricio,1994-01-22,27,185,58,302,283,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=123944&Team=MEX&Tourn=WU202013,,MEX,Wing spiker,OH
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246057,Kaomi Solis,1994-01-06,27,160,56,250,240,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=132296&Team=MEX&Tourn=WU202013,,MEX,-,
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246057,Alejandra Isiordia,1994-01-17,27,184,72,283,274,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=123938&Team=MEX&Tourn=WU202013,,MEX,Wing spiker,OH
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246057,Jocelyn Urias,1996-01-16,25,190,80,296,284,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=136134&Team=MEX&Tourn=WU202013,,MEX,Middle blocker,MB
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246057,Gabriela Zazueta,1994-01-09,27,173,67,272,264,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=132299&Team=MEX&Tourn=WU202013,,MEX,-,
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246057,Fernanda Guitron,1996-01-07,25,183,78,295,288,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=140099&Team=MEX&Tourn=WU202013,,MEX,Opposite spiker,OPP
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246057,Maria Celedon,1994-01-09,27,174,56,282,268,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=132297&Team=MEX&Tourn=WU202013,,MEX,-,
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246057,Patricia Valle,1996-01-31,25,193,90,305,299,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=141574&Team=MEX&Tourn=WU202013,,MEX,Middle blocker,MB
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246057,Valeria Gonzalez,1994-01-27,27,183,54,305,298,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=139791&Team=MEX&Tourn=WU202013,,MEX,-,
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246057,Sashiko Sanay,1995-01-13,26,170,63,280,258,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=143233&Team=MEX&Tourn=WU202013,,MEX,Setter,S
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246632,Jummai Bitrus,1996-01-04,25,167,70,276,244,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=137291&Team=NGR&Tourn=WU202013,,NIG,Libero,L
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246632,Mercy Promise,1994-01-04,27,0,0,297,284,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=139303&Team=NGR&Tourn=WU202013,,NIG,-,
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246632,Amarachi Nnebuo,1994-01-11,27,175,89,276,259,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=142815&Team=NGR&Tourn=WU202013,,NIG,-,
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246632,Doosuur Atule,1995-01-12,26,175,69,285,272,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=142816&Team=NGR&Tourn=WU202013,,NIG,-,
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246632,Hajara Audu,1996-01-14,25,182,63,286,270,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=142817&Team=NGR&Tourn=WU202013,,NIG,-,
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246632,Ijeoma Ukpabi,1994-01-11,27,175,63,290,270,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=142818&Team=NGR&Tourn=WU202013,,NIG,Wing spiker,OH
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246632,Chinenye Nwosu,1995-01-17,26,175,60,280,254,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=142819&Team=NGR&Tourn=WU202013,,NIG,-,
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246632,Bukky Oluwatosin C.,1996-01-30,25,180,75,282,268,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=142820&Team=NGR&Tourn=WU202013,,NIG,-,
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246632,Chidinma Ahara,1994-01-24,27,182,80,288,279,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=142821&Team=NGR&Tourn=WU202013,,NIG,-,
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246632,Patience Daniel I.,1997-01-15,24,182,78,286,274,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=142822&Team=NGR&Tourn=WU202013,,NIG,-,
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246632,Aisha Umaru,1997-01-30,24,171,61,268,264,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=142824&Team=NGR&Tourn=WU202013,,NIG,-,
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246632,Francisca Ikhiede,1996-01-17,25,172,61,278,272,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=142825&Team=NGR&Tourn=WU202013,,NIG,-,
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246029,Luciana Del Valle,1996-01-30,25,180,59,275,266,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=136848&Team=PER&Tourn=WU202013,,PER,Middle blocker,MB
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246029,Hilary Palma,1997-01-05,24,169,65,268,261,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=136847&Team=PER&Tourn=WU202013,,PER,Libero,L
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246029,Cristina Cuba,1996-01-04,25,176,65,280,275,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=136842&Team=PER&Tourn=WU202013,,PER,Setter,S
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246029,Ginna Lopez,1994-01-28,27,191,66,310,298,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=123997&Team=PER&Tourn=WU202013,,PER,Middle blocker,MB
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246029,Milagros Rodriguez,1995-01-02,26,175,56,283,278,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=124004&Team=PER&Tourn=WU202013,,PER,Opposite spiker,OPP
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246029,Maguilaura Frias,1997-01-28,24,182,78,291,280,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=141966&Team=PER&Tourn=WU202013,,PER,Wing spiker,OH
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246029,Danae Carranza,1994-01-04,27,175,65,270,259,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=136066&Team=PER&Tourn=WU202013,,PER,Wing spiker,OH
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246029,Izabot Bravo,1994-01-08,27,170,66,288,274,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=136839&Team=PER&Tourn=WU202013,,PER,Wing spiker,OH
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246029,Andrea Urrutia,1997-01-31,24,187,65,278,275,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=142937&Team=PER&Tourn=WU202013,,PER,Middle blocker,MB
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246029,Angela Leyva,1996-01-22,25,180,74,310,289,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=135861&Team=PER&Tourn=WU202013,,PER,Wing spiker,OH
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246029,Sandra Santana,1995-01-19,26,180,64,285,281,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=124000&Team=PER&Tourn=WU202013,,PER,Setter,S
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246029,Violeta Delgado Gudiel,1996-01-17,25,170,67,278,270,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=141563&Team=PER&Tourn=WU202013,,PER,Libero,L
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201236084,Pilar Marie Victoria,1995-01-11,26,182,53,301,268,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=132323&Team=PUR&Tourn=WU202013,,PUR,Wing spiker,OH
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201236084,Kanisha Jimenez,1995-01-28,26,185,56,295,291,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=132324&Team=PUR&Tourn=WU202013,,PUR,Opposite spiker,OPP
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201236084,Shalimarie Merlo,1994-01-21,27,178,66,290,278,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=142159&Team=PUR&Tourn=WU202013,,PUR,-,
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201236084,Jennymar Santiago,1994-01-28,27,190,69,299,289,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=141571&Team=PUR&Tourn=WU202013,,PUR,-,
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201236084,Julimar Alvarado,1994-01-26,27,197,72,309,303,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=142164&Team=PUR&Tourn=WU202013,,PUR,-,
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201236084,Wilmarie Rivera,1997-01-14,24,178,58,294,288,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=136611&Team=PUR&Tourn=WU202013,,PUR,Setter,S
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201236084,Genesis Anais Miranda Rosario,1996-01-05,25,176,59,233,231,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=139893&Team=PUR&Tourn=WU202013,,PUR,Wing spiker,OH
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201236084,Gabriela Roman,1994-01-05,27,186,67,290,282,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=142161&Team=PUR&Tourn=WU202013,,PUR,-,
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201236084,Ana Sofia Jusino,1994-01-05,27,189,78,310,294,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=132332&Team=PUR&Tourn=WU202013,,PUR,Middle blocker,MB
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201236084,Patricia Montero,1997-01-22,24,178,58,225,224,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=139899&Team=PUR&Tourn=WU202013,,PUR,-,
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201236084,Alba Hernandez,1994-01-03,27,207,87,305,293,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=132333&Team=PUR&Tourn=WU202013,,PUR,Middle blocker,MB
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201236084,Paola Rojas,1996-01-26,25,185,74,300,245,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=139897&Team=PUR&Tourn=WU202013,,PUR,Middle blocker,MB
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246053,Ekaterina Makarchuk,1994-01-10,27,190,72,306,285,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=142328&Team=RUS&Tourn=WU202013,,RUS,Middle blocker,MB
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246053,Irina Voronkova,1995-01-20,26,190,84,305,290,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=142329&Team=RUS&Tourn=WU202013,,RUS,Wing spiker,OH
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246053,Tatiana Romanova,1994-01-09,27,178,64,292,285,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=146150&Team=RUS&Tourn=WU202013,,RUS,Setter,S
World Championships,2013,http://www.fivb.org/visasp/Img_GetImage.aspx?MaxSize=2000&No=201246053,Olga Biryukova,1994-01-19,27,193,74,300,283,http://www.fivb.org/EN/volleyball/competitions/U20/2013/Players.asp?No=142355&Team=RUS&Tourn=WU202013,,RUS,Wing spiker,OH
