id,name,date_of_birth,height,weight,spike,block,link
65,Ivna,Ivna,25.01.1990,185,76,305,Players.asp?Tourn=WGP2013&Team=BRA&No=119546
66,Suelen,Suelen,04.10.1987,166,81,256,Players.asp?Tourn=WGP2013&Team=BRA&No=115518
67,Diana,Puleva,16.04.1985,178,70,294,Players.asp?Tourn=WGP2013&Team=BUL&No=122455
68,Desislava,Nikolova D.,21.12.1991,184,65,290,Players.asp?Tourn=WGP2013&Team=BUL&No=122631
69,Kremena,Kamenova,21.05.1988,185,64,304,Players.asp?Tourn=WGP2013&Team=BUL&No=124574
70,Lora,Kitipova,19.05.1991,184,66,290,Players.asp?Tourn=WGP2013&Team=BUL&No=138283
71,Dobriana,Rabadzhieva,14.06.1991,190,77,305,Players.asp?Tourn=WGP2013&Team=BUL&No=122542
72,Tsvetelina,Zarkova,18.12.1986,187,69,298,Players.asp?Tourn=WGP2013&Team=BUL&No=122458
73,Gabriela,Koeva,25.07.1989,187,72,306,Players.asp?Tourn=WGP2013&Team=BUL&No=122459
74,Simona,Dimitrova S.,17.07.1994,185,82,290,Players.asp?Tourn=WGP2013&Team=BUL&No=142345
75,Petya,Barakova,18.06.1994,180,76,283,Players.asp?Tourn=WGP2013&Team=BUL&No=142348
76,Gergana,Dimitrova,28.02.1996,184,71,305,Players.asp?Tourn=WGP2013&Team=BUL&No=142341
77,Hristina,Ruseva,01.10.1991,190,77,305,Players.asp?Tourn=WGP2013&Team=BUL&No=124201
78,Mariya,Karakasheva,27.10.1988,182,68,295,Players.asp?Tourn=WGP2013&Team=BUL&No=122461
79,Mariya,Filipova,10.09.1982,178,68,295,Players.asp?Tourn=WGP2013&Team=BUL&No=113555
80,Slavina,Koleva,22.11.1986,184,57,302,Players.asp?Tourn=WGP2013&Team=BUL&No=143366
81,Silvana,Chausheva,19.05.1995,188,75,305,Players.asp?Tourn=WGP2013&Team=BUL&No=142333
82,Elitsa,Vasileva,13.05.1990,190,73,302,Players.asp?Tourn=WGP2013&Team=BUL&No=122541
83,Strashimira Strashimirova,Simeonova,18.08.1985,195,78,307,Players.asp?Tourn=WGP2013&Team=BUL&No=122462
84,Emiliya,Dimitrova,26.12.1991,185,59,302,Players.asp?Tourn=WGP2013&Team=BUL&No=134954
85,Mira,Todorova M.,12.04.1994,187,73,312,Players.asp?Tourn=WGP2013&Team=BUL&No=142337
86,Zhana,Todorova,06.01.1997,170,56,271,Players.asp?Tourn=WGP2013&Team=BUL&No=142351
108,Melissa Teresa,Vargas,16.10.1999,184,78,244,Players.asp?Tourn=WGP2013&Team=CUB&No=143339
109,Lilianny,Marsillan,05.10.1991,181,65,300,Players.asp?Tourn=WGP2013&Team=CUB&No=124090
110,Alena,Orta,09.08.1992,186,76,320,Players.asp?Tourn=WGP2013&Team=CUB&No=138784
111,Yoana,Palacio,06.10.1990,184,67,313,Players.asp?Tourn=WGP2013&Team=CUB&No=143357
112,Heidy,Casanova,06.11.1998,184,78,244,Players.asp?Tourn=WGP2013&Team=CUB&No=143340
113,Daymara,Lescay,05.09.1992,184,72,308,Players.asp?Tourn=WGP2013&Team=CUB&No=154412
114,Claudia,Hernandez,09.01.1997,181,78,225,Players.asp?Tourn=WGP2013&Team=CUB&No=140012
115,Emily,Borrell,19.02.1992,167,55,270,Players.asp?Tourn=WGP2013&Team=CUB&No=124091
116,Dayessi,Luis,23.10.1996,170,60,288,Players.asp?Tourn=WGP2013&Team=CUB&No=143341
117,Ana Yilian,Cleger,27.11.1989,183,69,300,Players.asp?Tourn=WGP2013&Team=CUB&No=143342
118,Gretell Elena,Moreno,30.01.1998,183,68,287,Players.asp?Tourn=WGP2013&Team=CUB&No=143404
119,Dairilys Margarita,Cruz,12.09.1990,183,65,310,Players.asp?Tourn=WGP2013&Team=CUB&No=143343
120,Rosanna,Giel,10.06.1992,187,62,320,Players.asp?Tourn=WGP2013&Team=CUB&No=124087
121,Dayami,Sanchez,14.03.1994,188,64,314,Players.asp?Tourn=WGP2013&Team=CUB&No=133942
122,Beatriz,Vilches,29.01.1995,182,68,288,Players.asp?Tourn=WGP2013&Team=CUB&No=143369
123,Anet,Alfonso,26.06.1996,172,54,225,Players.asp?Tourn=WGP2013&Team=CUB&No=140009
124,Yelennis,Cairo,14.10.1995,189,71,300,Players.asp?Tourn=WGP2013&Team=CUB&No=143345
125,Sulian Caridad,Matienzo,14.12.1994,178,75,232,Players.asp?Tourn=WGP2013&Team=CUB&No=140017
126,Jennifer Yanet,Alvarez,19.11.1993,184,72,310,Players.asp?Tourn=WGP2013&Team=CUB&No=124163
127,Heidy Margarita,Rodriguez,24.06.1993,187,66,312,Players.asp?Tourn=WGP2013&Team=CUB&No=143347
128,Andrea,Kossanyiova,06.08.1993,186,72,310,Players.asp?Tourn=WGP2013&Team=CZE&No=124232
129,Eva,Hodanova,18.12.1993,189,75,306,Players.asp?Tourn=WGP2013&Team=CZE&No=143418
130,Kristyna,BOULOVA (Pastulova),22.10.1985,197,84,315,Players.asp?Tourn=WGP2013&Team=CZE&No=112667
131,Aneta,Havlickova,03.07.1987,190,96,316,Players.asp?Tourn=WGP2013&Team=CZE&No=115550
132,Julie,Kovarova,14.09.1987,179,62,295,Players.asp?Tourn=WGP2013&Team=CZE&No=122390
133,Lucie,Smutna,14.04.1991,180,75,307,Players.asp?Tourn=WGP2013&Team=CZE&No=124235
134,Sarka,Kubinova,19.04.1988,178,63,303,Players.asp?Tourn=WGP2013&Team=CZE&No=122389
135,Tereza,Rossi,03.12.1982,191,81,310,Players.asp?Tourn=WGP2013&Team=CZE&No=113430
136,Michaela,Monzoni,18.04.1984,193,75,310,Players.asp?Tourn=WGP2013&Team=CZE&No=115554
137,Petra,Kojdova,23.09.1993,183,68,304,Players.asp?Tourn=WGP2013&Team=CZE&No=143419
138,Veronika,Dostalova,07.04.1992,170,66,278,Players.asp?Tourn=WGP2013&Team=CZE&No=143420
139,Karolína,Bednarova,20.07.1986,183,67,304,Players.asp?Tourn=WGP2013&Team=CZE&No=120584
140,Tereza,Vanzurova,04.04.1991,186,83,300,Players.asp?Tourn=WGP2013&Team=CZE&No=124228
141,Lucie,Muhlsteinova,15.10.1984,180,72,296,Players.asp?Tourn=WGP2013&Team=CZE&No=112665
142,Ivona,Svobodnikova,01.04.1991,190,77,300,Players.asp?Tourn=WGP2013&Team=CZE&No=124227
143,Helena,Havelkova,25.07.1988,186,70,320,Players.asp?Tourn=WGP2013&Team=CZE&No=122391
144,Ivana,Plchotova,28.10.1982,192,76,310,Players.asp?Tourn=WGP2013&Team=CZE&No=112450
145,Pavla,Vincourova,12.11.1992,180,68,297,Players.asp?Tourn=WGP2013&Team=CZE&No=124230
146,Nikol,Sajdova,20.07.1988,185,79,298,Players.asp?Tourn=WGP2013&Team=CZE&No=137586
147,Lucie,Herbockova,02.01.1994,183,67,299,Players.asp?Tourn=WGP2013&Team=CZE&No=142292
148,Michaela,Mlejnkova,26.07.1996,185,75,305,Players.asp?Tourn=WGP2013&Team=CZE&No=142297
149,Annerys Victoria,Valdez,07.08.1981,196,70,327,Players.asp?Tourn=WGP2013&Team=DOM&No=113454
150,Winifer Maria,Fernandez,06.01.1995,169,62,270,Players.asp?Tourn=WGP2013&Team=DOM&No=131956
151,Lisvel Elisa,Eve,10.09.1991,194,90,325,Players.asp?Tourn=WGP2013&Team=DOM&No=119591
152,Marianne,Fersola,16.01.1992,191,60,315,Players.asp?Tourn=WGP2013&Team=DOM&No=119544
153,Brenda,Castillo,05.06.1992,167,55,245,Players.asp?Tourn=WGP2013&Team=DOM&No=119039
154,Marifranchi,Rodriguez,29.08.1990,184,68,310,Players.asp?Tourn=WGP2013&Team=DOM&No=115386
155,Niverka Dharlenis,Marte,19.10.1990,178,71,295,Players.asp?Tourn=WGP2013&Team=DOM&No=119585
156,Candida Estefany,Arias,11.03.1992,194,68,320,Players.asp?Tourn=WGP2013&Team=DOM&No=119224
157,Sidarka De Los Milagros,Nuñez,25.06.1984,185,62,330,Players.asp?Tourn=WGP2013&Team=DOM&No=114679
158,Pamela Marie,Soriano,30.06.1995,175,64,290,Players.asp?Tourn=WGP2013&Team=DOM&No=131958
159,Jeoselyna,Rodriguez,09.12.1991,187,63,325,Players.asp?Tourn=WGP2013&Team=DOM&No=119587
160,Karla Miguelina,Echenique,16.05.1986,180,65,300,Players.asp?Tourn=WGP2013&Team=DOM&No=112464
161,Jineiry,Martinez,03.12.1997,190,68,305,Players.asp?Tourn=WGP2013&Team=DOM&No=139910
162,Prisilla,Rivera,29.12.1984,183,67,309,Players.asp?Tourn=WGP2013&Team=DOM&No=112468
163,Celenia,Toribio,17.07.1994,181,69,290,Players.asp?Tourn=WGP2013&Team=DOM&No=131957
164,Yonkaira Paola,Peña Isabel,10.05.1993,190,70,320,Players.asp?Tourn=WGP2013&Team=DOM&No=123978
165,Gina Altagracia,Mambru,21.01.1986,182,65,330,Players.asp?Tourn=WGP2013&Team=DOM&No=115391
166,Bethania,De La Cruz,13.05.1987,188,70,330,Players.asp?Tourn=WGP2013&Team=DOM&No=114294
167,Ana Yorkira,Binet,09.02.1992,174,58,280,Players.asp?Tourn=WGP2013&Team=DOM&No=119229
168,Brayelin Elizabeth,Martinez,11.09.1996,201,83,330,Players.asp?Tourn=WGP2013&Team=DOM&No=123982
169,Erasma,Moreno,25.11.1991,183,75,304,Players.asp?Tourn=WGP2013&Team=DOM&No=124158
170,Gaila Ceneida,Gonzalez,25.06.1997,188,73,304,Players.asp?Tourn=WGP2013&Team=DOM&No=139927
171,Kathleen WeiÃŸ,02.02.1984,173,64,290,273,Players.asp?Tourn=WGP2013&Team=GER&No=113902
172,Denise Hanke,31.08.1989,183,73,297,284,Players.asp?Tourn=WGP2013&Team=GER&No=119105
173,Maren Fromm,10.07.1986,184,68,303,295,Players.asp?Tourn=WGP2013&Team=GER&No=120333
174,Anja Brandt,15.02.1990,195,77,310,295,Players.asp?Tourn=WGP2013&Team=GER&No=119318
175,Kathy Radzuweit,02.03.1982,196,76,319,300,Players.asp?Tourn=WGP2013&Team=GER&No=112051
176,Jana Franziska Poll,07.05.1988,185,69,310,290,Players.asp?Tourn=WGP2013&Team=GER&No=141676
177,Berit Kauffeldt,08.07.1990,190,75,311,294,Players.asp?Tourn=WGP2013&Team=GER&No=118959
178,Corina Ssuschke-Voigt,09.05.1983,189,75,310,298,Players.asp?Tourn=WGP2013&Team=GER&No=112479
179,Anne Matthes,30.04.1985,182,66,312,295,Players.asp?Tourn=WGP2013&Team=GER&No=120334
180,Christiane FÃ¼rst,29.03.1985,193,80,323,307,Players.asp?Tourn=WGP2013&Team=GER&No=112473
181,Heike Beier,09.12.1983,184,73,305,293,Players.asp?Tourn=WGP2013&Team=GER&No=112477
182,Saskia Hippe,16.01.1991,185,67,315,292,Players.asp?Tourn=WGP2013&Team=GER&No=118954
183,Margareta Kozuch,30.10.1986,187,70,309,297,Players.asp?Tourn=WGP2013&Team=GER&No=116179
184,Lisa Thomsen,20.08.1985,172,68,290,285,Players.asp?Tourn=WGP2013&Team=GER&No=123175
185,Lena MÃ¶llers,06.01.1990,188,74,312,297,Players.asp?Tourn=WGP2013&Team=GER&No=118946
186,Carina Aulenbrock,22.09.1994,0,0,310,291,Players.asp?Tourn=WGP2013&Team=GER&No=143759
187,Regina Burchardt,01.07.1983,186,77,302,294,Players.asp?Tourn=WGP2013&Team=GER&No=112480
188,Svenja Engelhardt,20.04.1988,182,71,304,288,Players.asp?Tourn=WGP2013&Team=GER&No=118275
189,Mareen Von RÃ¶mer,26.03.1987,183,73,295,284,Players.asp?Tourn=WGP2013&Team=GER&No=114525
190,Jennifer Geerties,05.04.1994,184,58,298,288,Players.asp?Tourn=WGP2013&Team=GER&No=123911
191,Lisa Izquierdo,29.08.1994,178,73,309,294,Players.asp?Tourn=WGP2013&Team=GER&No=136676
192,Indre,Sorokaite,02.07.1988,188,80,303,Players.asp?Tourn=WGP2013&Team=ITA&No=141237
193,Cristina,Barcellini,20.11.1986,183,78,307,Players.asp?Tourn=WGP2013&Team=ITA&No=124171
194,Immacolata,Sirressi,19.05.1990,175,62,290,Players.asp?Tourn=WGP2013&Team=ITA&No=118763
195,Letizia,Camera,01.10.1992,175,62,285,Players.asp?Tourn=WGP2013&Team=ITA&No=123738
196,Enrica,Merlo,28.12.1988,170,60,281,Players.asp?Tourn=WGP2013&Team=ITA&No=119188
197,Monica,De Gennaro,08.01.1987,174,67,292,Players.asp?Tourn=WGP2013&Team=ITA&No=115478
198,Martina,Guiggi,01.05.1984,187,80,317,Players.asp?Tourn=WGP2013&Team=ITA&No=112516
199,Noemi,Signorile,15.02.1990,183,72,294,Players.asp?Tourn=WGP2013&Team=ITA&No=132039
200,Caterina,Bosetti C,02.02.1994,179,59,299,Players.asp?Tourn=WGP2013&Team=ITA&No=123744
201,Cristina,Chirichella,10.02.1994,194,79,322,Players.asp?Tourn=WGP2013&Team=ITA&No=136690
202,Chiara,Di Iulio,05.05.1985,184,65,291,Players.asp?Tourn=WGP2013&Team=ITA&No=112734
203,Valentina,Zago,21.02.1990,186,77,305,Players.asp?Tourn=WGP2013&Team=ITA&No=118768
204,Valentina,Arrighetti,26.01.1985,185,72,318,Players.asp?Tourn=WGP2013&Team=ITA&No=112728
205,Valeria,Caracuta,14.12.1987,173,65,285,Players.asp?Tourn=WGP2013&Team=ITA&No=141714
206,Floriana,Bertone,19.11.1992,202,80,316,Players.asp?Tourn=WGP2013&Team=ITA&No=123737
207,Lucia,Bosetti L,09.07.1989,178,63,310,Players.asp?Tourn=WGP2013&Team=ITA&No=115816
208,Valentina,Diouf,10.01.1993,202,94,330,Players.asp?Tourn=WGP2013&Team=ITA&No=123746
209,Carolina Del Pilar,Costagrande,15.10.1980,187,90,320,Players.asp?Tourn=WGP2013&Team=ITA&No=133728
210,Raphaela,Folie,07.03.1991,187,73,324,Players.asp?Tourn=WGP2013&Team=ITA&No=135582
211,Alessia,Gennari,03.11.1991,184,68,305,Players.asp?Tourn=WGP2013&Team=ITA&No=118764
212,Valentina,Fiorin,09.10.1984,184,82,320,Players.asp?Tourn=WGP2013&Team=ITA&No=138093
213,Valentina,Tirozzi,26.03.1986,181,69,304,Players.asp?Tourn=WGP2013&Team=ITA&No=115476
214,Miyu,NAGAOKA,25.07.1991,179,64,308,Players.asp?Tourn=WGP2013&Team=JPN&No=119385
215,Arisa,Sato,18.07.1989,166,53,275,Players.asp?Tourn=WGP2013&Team=JPN&No=143379
216,Saori,Saori,19.08.1986,185,65,304,Players.asp?Tourn=WGP2013&Team=JPN&No=114038
217,Kanako,Hirai,15.04.1984,183,69,309,Players.asp?Tourn=WGP2013&Team=JPN&No=138789
218,Naoko,Hashimoto,11.07.1984,172,68,288,Players.asp?Tourn=WGP2013&Team=JPN&No=143380
219,Haruka,MIYASHITA,01.09.1994,177,61,298,Players.asp?Tourn=WGP2013&Team=JPN&No=132100
220,Mami,Yoshida,05.06.1986,158,57,272,Players.asp?Tourn=WGP2013&Team=JPN&No=141954
221,Kotoki,Zayasu,11.01.1990,159,57,270,Players.asp?Tourn=WGP2013&Team=JPN&No=135413
222,Mizuho,Ishida,22.01.1988,174,65,301,Players.asp?Tourn=WGP2013&Team=JPN&No=119191
223,Nana,IWASAKA,03.07.1990,187,76,298,Players.asp?Tourn=WGP2013&Team=JPN&No=135410
224,Makoto,Matsuura,09.09.1986,173,69,282,Players.asp?Tourn=WGP2013&Team=JPN&No=135409
225,Yuki,ISHII,08.05.1991,180,67,305,Players.asp?Tourn=WGP2013&Team=JPN&No=135416
226,Risa,SHINNABE,11.07.1990,175,64,293,Players.asp?Tourn=WGP2013&Team=JPN&No=135411
227,Yukiko,Ebata,07.11.1989,176,67,305,Players.asp?Tourn=WGP2013&Team=JPN&No=132056
228,Haruyo,Shimamura,04.03.1992,182,78,297,Players.asp?Tourn=WGP2013&Team=JPN&No=141953
229,Saori,Sakoda,18.12.1987,175,63,305,Players.asp?Tourn=WGP2013&Team=JPN&No=132053
230,Akari,Oumi,10.11.1989,171,64,297,Players.asp?Tourn=WGP2013&Team=JPN&No=141955
231,Saori,Takahashi,09.12.1992,177,66,307,Players.asp?Tourn=WGP2013&Team=JPN&No=142154
232,Riho,Ohtake,23.12.1993,182,68,306,Players.asp?Tourn=WGP2013&Team=JPN&No=133107
233,Aimi,Kawashima,15.04.1990,182,67,298,Players.asp?Tourn=WGP2013&Team=JPN&No=143378
234,Kanami,TASHIRO,25.03.1991,173,68,289,Players.asp?Tourn=WGP2013&Team=JPN&No=143376
235,Fumika,Moriya,07.04.1992,180,75,302,Players.asp?Tourn=WGP2013&Team=JPN&No=135454
236,Tatyana,Mudritskaya,17.01.1985,195,77,310,Players.asp?Tourn=WGP2013&Team=KAZ&No=138017
237,Lyudmila,Issayeva,26.09.1989,184,70,295,Players.asp?Tourn=WGP2013&Team=KAZ&No=143351
238,Sana,Anarkulova,21.07.1989,188,77,300,Players.asp?Tourn=WGP2013&Team=KAZ&No=120296
239,Lyudmila,Anarbayeva,12.11.1983,192,72,305,Players.asp?Tourn=WGP2013&Team=KAZ&No=115914
240,Olga,Danchenko,28.12.1982,190,75,305,Players.asp?Tourn=WGP2013&Team=KAZ&No=115906
241,Natalya,Akilova,31.05.1993,183,62,295,Players.asp?Tourn=WGP2013&Team=KAZ&No=133093
242,Alena,Ivanova,19.06.1989,195,78,310,Players.asp?Tourn=WGP2013&Team=KAZ&No=123607
243,Korinna,Ishimtseva,08.02.1984,187,69,300,Players.asp?Tourn=WGP2013&Team=KAZ&No=115908
244,Irina,Lukomskaya,19.03.1991,176,66,280,Players.asp?Tourn=WGP2013&Team=KAZ&No=133662
245,Irina,Shenberger,20.02.1992,180,73,290,Players.asp?Tourn=WGP2013&Team=KAZ&No=133089
246,Marina,Storozhenko,06.06.1985,175,57,290,Players.asp?Tourn=WGP2013&Team=KAZ&No=123710
247,Yekaterina,Zhdanova,28.05.1992,183,65,280,Players.asp?Tourn=WGP2013&Team=KAZ&No=133090
248,Yana,Yagodina,24.01.1993,182,69,300,Players.asp?Tourn=WGP2013&Team=KAZ&No=133491
249,Alessya,Safronova,10.02.1986,192,70,290,Players.asp?Tourn=WGP2013&Team=KAZ&No=123555
250,Anastassiya,Rostovchshikova,17.04.1994,180,64,280,Players.asp?Tourn=WGP2013&Team=KAZ&No=143390
251,Inna,Matveyeva,12.10.1978,186,70,303,Players.asp?Tourn=WGP2013&Team=KAZ&No=115915
252,Yekaterina,Razorenkova,03.06.1993,185,69,283,Players.asp?Tourn=WGP2013&Team=KAZ&No=135476
253,Yelena,Gordeyeva,23.11.1988,178,72,280,Players.asp?Tourn=WGP2013&Team=KAZ&No=125461
254,Zarina,Sitkazinova,20.03.1993,182,70,295,Players.asp?Tourn=WGP2013&Team=KAZ&No=133092
255,Tatyana,Fendrikova,23.02.1990,169,55,280,Players.asp?Tourn=WGP2013&Team=KAZ&No=143348
256,Femke Stoltenborg,30.07.1991,189,81,303,299,Players.asp?Tourn=WGP2013&Team=NED&No=124076
257,Yvon Belien,28.12.1993,188,73,307,303,Players.asp?Tourn=WGP2013&Team=NED&No=141273
258,Celeste Plak,26.10.1995,190,87,314,302,Players.asp?Tourn=WGP2013&Team=NED&No=142880
259,Robin De Kruijf,05.05.1991,192,81,313,300,Players.asp?Tourn=WGP2013&Team=NED&No=120504
260,Maret Balkestein-Grothues,16.09.1988,180,68,304,285,Players.asp?Tourn=WGP2013&Team=NED&No=120501
261,Quinta Steenbergen,02.04.1985,189,75,309,300,Players.asp?Tourn=WGP2013&Team=NED&No=120500
262,Judith Pietersen,03.07.1989,188,73,306,296,Players.asp?Tourn=WGP2013&Team=NED&No=119044
263,Myrthe Schoot,29.08.1988,182,70,298,286,Players.asp?Tourn=WGP2013&Team=NED&No=123468
264,Lonneke SlÃ¶etjes,15.11.1990,191,76,322,315,Players.asp?Tourn=WGP2013&Team=NED&No=120498
265,Anne Buijs,02.12.1991,191,73,317,299,Players.asp?Tourn=WGP2013&Team=NED&No=120503
266,Manon Nummerdor-Flier,08.02.1984,192,71,315,301,Players.asp?Tourn=WGP2013&Team=NED&No=113642
267,Flore Gravesteijn,26.04.1987,189,68,303,291,Players.asp?Tourn=WGP2013&Team=NED&No=123469
268,Laura Dijkema,18.02.1990,184,70,293,279,Players.asp?Tourn=WGP2013&Team=NED&No=124070
269,Kim Renkema,28.06.1987,179,67,295,282,Players.asp?Tourn=WGP2013&Team=NED&No=116959
270,Moniek Jansen,26.08.1992,192,86,298,285,Players.asp?Tourn=WGP2013&Team=NED&No=142881
271,Lynn Thijssen,22.08.1992,187,73,298,284,Players.asp?Tourn=WGP2013&Team=NED&No=124082
