id,name,date_of_birth,height,weight,spike,block,link
144,Yoo-Mi, HAN Yoo-mi,05/02/1982,180,65,307,Players.asp?Tourn=WGP2012&Team=KOR&No=111640
145,Songyi, Han Songyi,05/09/1984,186,65,305,Players.asp?Tourn=WGP2012&Team=KOR&No=112772
146,Dae-Young, JUNG Daeyoung,12/08/1981,185,73,279,Players.asp?Tourn=WGP2012&Team=KOR&No=112033
147,Youn Joo, Hwang Younjoo,13/08/1986,177,64,285,Players.asp?Tourn=WGP2012&Team=KOR&No=114880
148,Ji-Youn, Jung Ji-Youn,28/06/1980,178,64,295,Players.asp?Tourn=WGP2012&Team=KOR&No=113907
149,Hye-Suk, YOON Hye-suk,19/06/1983,174,60,293,Players.asp?Tourn=WGP2012&Team=KOR&No=114879
150,Hyo Jin, Yang Hyojin,14/12/1989,190,72,340,Players.asp?Tourn=WGP2012&Team=KOR&No=116443
151,Hyejin, Kim Hyejin,17/02/1989,180,62,284,Players.asp?Tourn=WGP2012&Team=KOR&No=116436
152,Heejin, Kim Heejin,29/04/1991,185,75,305,Players.asp?Tourn=WGP2012&Team=KOR&No=119484
153,Sook-Ja, LEE Sook-ja,17/06/1980,175,58,286,Players.asp?Tourn=WGP2012&Team=KOR&No=113908
154,Min-Ji, KIM Min-ji,25/05/1985,187,75,304,Players.asp?Tourn=WGP2012&Team=KOR&No=112774
155,Bo-Lam, LEE Bo-lam,08/08/1988,185,75,283,Players.asp?Tourn=WGP2012&Team=KOR&No=116441
156,Hyo Hee, LEE Hyohee,09/09/1980,173,58,272,Players.asp?Tourn=WGP2012&Team=KOR&No=117683
157,Sooji, Han Sooji,01/02/1989,182,72,285,Players.asp?Tourn=WGP2012&Team=KOR&No=116433
158,Myungok, Yim Myungok,05/05/1986,175,62,273,Players.asp?Tourn=WGP2012&Team=KOR&No=118028
159,Anna, Podolec,30/10/1985,193,71,318,Players.asp?Tourn=WGP2012&Team=POL&No=112560
160,Krystyna, Strasz,24/07/1987,165,55,0,Players.asp?Tourn=WGP2012&Team=POL&No=132063
161,Karolina, Rozycka,28/06/1985,183,68,305,Players.asp?Tourn=WGP2012&Team=POL&No=132060
162,Izabela, Belcik,29/11/1980,185,65,304,Players.asp?Tourn=WGP2012&Team=POL&No=113513
163,Berenika, Tomsia,18/03/1988,188,72,310,Players.asp?Tourn=WGP2012&Team=POL&No=114293
164,Agnieszka, Bednarek-Kasza,20/02/1986,185,71,310,Players.asp?Tourn=WGP2012&Team=POL&No=119134
165,Joanna, Kaczor,16/09/1984,191,64,305,Players.asp?Tourn=WGP2012&Team=POL&No=112557
166,Katarzyna, Skorupa,16/09/1984,183,69,302,Players.asp?Tourn=WGP2012&Team=POL&No=112699
167,Ewelina, Brzezinska,26/01/1988,182,68,308,Players.asp?Tourn=WGP2012&Team=POL&No=132059
168,Kinga, Kasprzak,12/06/1987,188,76,310,Players.asp?Tourn=WGP2012&Team=POL&No=132064
169,Anna, Werblinska,14/05/1984,178,66,308,Players.asp?Tourn=WGP2012&Team=POL&No=112544
170,Izabela, Kowalinska,23/02/1985,186,77,300,Players.asp?Tourn=WGP2012&Team=POL&No=112696
171,Paulina, Maj-Erwardt,22/03/1987,166,58,277,Players.asp?Tourn=WGP2012&Team=POL&No=118379
172,Joanna, Wołosz,07/04/1990,181,71,303,Players.asp?Tourn=WGP2012&Team=POL&No=118591
173,Katarzyna, Gajgal,21/09/1981,190,85,300,Players.asp?Tourn=WGP2012&Team=POL&No=120320
174,Elzbieta, Skowronska E.,06/07/1983,183,69,305,Players.asp?Tourn=WGP2012&Team=POL&No=122956
175,Katarzyna, Skowronska K.,30/06/1983,189,75,314,Players.asp?Tourn=WGP2012&Team=POL&No=112551
176,Maja, Tokarska,22/02/1991,193,72,325,Players.asp?Tourn=WGP2012&Team=POL&No=118590
177,Monika, Martalek,14/05/1990,187,72,310,Players.asp?Tourn=WGP2012&Team=POL&No=118595
178,Klaudia, Kaczorowska,20/12/1988,184,68,303,Players.asp?Tourn=WGP2012&Team=POL&No=119139
179,Paulina, Glaz,04/01/1994,184,72,303,Players.asp?Tourn=WGP2012&Team=POL&No=136438
180,Zuzanna, Czyznielewska,24/04/1992,186,69,300,Players.asp?Tourn=WGP2012&Team=POL&No=135804
181,Iga, Chojnacka,21/04/1994,183,68,300,Players.asp?Tourn=WGP2012&Team=POL&No=135800
182,Agnieszka, Kąkolewska,17/10/1994,197,75,309,Players.asp?Tourn=WGP2012&Team=POL&No=136317
183,Dorota, Wilk,28/04/1988,178,66,290,Players.asp?Tourn=WGP2012&Team=POL&No=138827
184,Debora, Seilhamer,04/10/1985,166,61,245,Players.asp?Tourn=WGP2012&Team=PUR&No=120323
185,Shara, Venegas,18/09/1992,173,68,280,Players.asp?Tourn=WGP2012&Team=PUR&No=124411
186,Vilmarie, Mojica,13/08/1985,180,63,295,Players.asp?Tourn=WGP2012&Team=PUR&No=112818
187,Tatiana, Encarnacion,28/07/1985,182,72,300,Players.asp?Tourn=WGP2012&Team=PUR&No=112814
188,Sarai, Alvarez,03/04/1986,183,61,295,Players.asp?Tourn=WGP2012&Team=PUR&No=115293
189,Yarimar, Rosa,20/06/1988,178,62,295,Players.asp?Tourn=WGP2012&Team=PUR&No=115005
190,Stephanie, Enright,15/12/1990,179,56,300,Players.asp?Tourn=WGP2012&Team=PUR&No=119141
191,Shanon, Wingate,11/02/1981,188,85,301,Players.asp?Tourn=WGP2012&Team=PUR&No=113537
192,Aurea, Cruz,10/01/1982,180,63,310,Players.asp?Tourn=WGP2012&Team=PUR&No=113532
193,Genesis, Collazo,04/10/1992,185,74,301,Players.asp?Tourn=WGP2012&Team=PUR&No=133609
194,Karina, Ocasio,01/08/1985,192,76,298,Players.asp?Tourn=WGP2012&Team=PUR&No=116900
195,Michelle, Nogueras,05/12/1988,179,58,275,Players.asp?Tourn=WGP2012&Team=PUR&No=115998
196,Remy June, Mcbain,27/08/1991,188,68,299,Players.asp?Tourn=WGP2012&Team=PUR&No=138687
197,Natalia, Valentin - Anderson,12/09/1989,170,61,244,Players.asp?Tourn=WGP2012&Team=PUR&No=119146
198,Daly, Santana,19/02/1995,185,65,300,Players.asp?Tourn=WGP2012&Team=PUR&No=132322
199,Alexandra, Oquendo,03/02/1984,189,75,297,Players.asp?Tourn=WGP2012&Team=PUR&No=112820
200,Lynda, Morales,20/05/1988,188,74,302,Players.asp?Tourn=WGP2012&Team=PUR&No=136037
201,Jetzabel, Del Valle,19/12/1979,185,73,305,Players.asp?Tourn=WGP2012&Team=PUR&No=113531
202,Amanda, Vazquez,30/03/1984,185,94,302,Players.asp?Tourn=WGP2012&Team=PUR&No=136036
203,Jennifer, Quesada,22/02/1992,188,71,299,Players.asp?Tourn=WGP2012&Team=PUR&No=133611
204,Jennifer, Nogueras,01/08/1991,185,88,299,Players.asp?Tourn=WGP2012&Team=PUR&No=119345
205,Valeria, Gonzalez,15/09/1988,188,67,288,Players.asp?Tourn=WGP2012&Team=PUR&No=138815
206,Pilar Marie, Victoria,11/10/1995,182,53,301,Players.asp?Tourn=WGP2012&Team=PUR&No=132323
207,Diana, Reyes,29/04/1993,188,86,290,Players.asp?Tourn=WGP2012&Team=PUR&No=119343
208,Kanisha, Jimenez,28/11/1995,185,56,295,Players.asp?Tourn=WGP2012&Team=PUR&No=132324
209,Ana, Zivojinovic,04/07/1991,186,74,280,Players.asp?Tourn=WGP2012&Team=SRB&No=119516
210,Jovana, Brakocevic Canzian,05/03/1988,196,82,309,Players.asp?Tourn=WGP2012&Team=SRB&No=116208
211,Ivana, Djerisilo,08/08/1983,188,68,277,Players.asp?Tourn=WGP2012&Team=SRB&No=134074
212,Bojana, Drca,29/03/1988,186,70,298,Players.asp?Tourn=WGP2012&Team=SRB&No=120326
213,Natasa, Krsmanovic,19/06/1985,188,73,305,Players.asp?Tourn=WGP2012&Team=SRB&No=116211
214,Tijana, Malesevic,18/03/1991,185,78,300,Players.asp?Tourn=WGP2012&Team=SRB&No=134068
215,Brizitka, Molnar,28/07/1985,182,69,304,Players.asp?Tourn=WGP2012&Team=SRB&No=116225
216,Ana, Antonijevic,26/08/1987,185,71,282,Players.asp?Tourn=WGP2012&Team=SRB&No=116214
217,Jovana, Vesovic,21/06/1987,182,68,283,Players.asp?Tourn=WGP2012&Team=SRB&No=116300
218,Maja, Maja,06/08/1984,183,67,300,Players.asp?Tourn=WGP2012&Team=SRB&No=116216
219,Stefana, Veljkovic,09/01/1990,190,76,325,Players.asp?Tourn=WGP2012&Team=SRB&No=119521
220,Jelena, Nikolic,13/04/1982,194,79,315,Players.asp?Tourn=WGP2012&Team=SRB&No=116221
221,Ana, Bjelica,03/04/1992,190,78,310,Players.asp?Tourn=WGP2012&Team=SRB&No=123694
222,Nadja, Ninkovic,01/11/1991,193,77,307,Players.asp?Tourn=WGP2012&Team=SRB&No=119532
223,Jovana, Stevanovic,30/06/1992,192,72,308,Players.asp?Tourn=WGP2012&Team=SRB&No=123700
224,Milena, Milena,25/10/1990,193,72,315,Players.asp?Tourn=WGP2012&Team=SRB&No=119535
225,Silvija, Popovic,15/03/1986,178,65,286,Players.asp?Tourn=WGP2012&Team=SRB&No=116298
226,Suzana, Cebic,09/11/1984,167,60,279,Players.asp?Tourn=WGP2012&Team=SRB&No=116224
227,Sanja, Starovic,25/03/1983,194,96,315,Players.asp?Tourn=WGP2012&Team=SRB&No=116207
228,Jelena, Blagojevic,01/12/1988,181,67,302,Players.asp?Tourn=WGP2012&Team=SRB&No=124409
229,Brankica, Mihajlovic,13/04/1991,190,83,302,Players.asp?Tourn=WGP2012&Team=SRB&No=121593
230,Wanna, B. Wanna,02/01/1981,172,54,292,Players.asp?Tourn=WGP2012&Team=THA&No=113348
231,Piyanut, P.Piyanut,10/11/1989,171,62,280,Players.asp?Tourn=WGP2012&Team=THA&No=131866
232,Surasawadee, B. Surasawadee,31/10/1991,179,72,280,Players.asp?Tourn=WGP2012&Team=THA&No=123527
233,Hattaya, B.Hattaya,12/08/1993,178,62,289,Players.asp?Tourn=WGP2012&Team=THA&No=123015
234,Pleumjit, T.Pleumjit,09/11/1983,180,67,303,Players.asp?Tourn=WGP2012&Team=THA&No=113352
235,Onuma, S.Onuma,13/06/1986,175,72,304,Players.asp?Tourn=WGP2012&Team=THA&No=114638
236,Pornpimol, K. Pornpimol,18/06/1993,178,70,268,Players.asp?Tourn=WGP2012&Team=THA&No=122841
237,Utaiwan, K.Utaiwan,07/09/1988,189,86,310,Players.asp?Tourn=WGP2012&Team=THA&No=119005
238,Piyamas, K.Piyamas,23/10/1978,178,67,298,Players.asp?Tourn=WGP2012&Team=THA&No=113356
239,Wilavan, A.Wilavan,06/06/1984,174,70,294,Players.asp?Tourn=WGP2012&Team=THA&No=113916
240,Amporn, H.Amporn,19/05/1985,180,70,301,Players.asp?Tourn=WGP2012&Team=THA&No=113358
241,Tapaphaipun, C.Tapaphaipun,29/11/1989,168,70,295,Players.asp?Tourn=WGP2012&Team=THA&No=118998
242,Nootsara, T.Nootsara,07/07/1985,169,57,289,Players.asp?Tourn=WGP2012&Team=THA&No=113917
243,Jarasporn, B.Jarasporn,01/03/1993,180,66,280,Players.asp?Tourn=WGP2012&Team=THA&No=132546
244,Malika, K.Malika,08/01/1987,178,65,292,Players.asp?Tourn=WGP2012&Team=THA&No=114283
245,Pornpun, G.Pornpun,05/05/1993,170,63,288,Players.asp?Tourn=WGP2012&Team=THA&No=123019
246,Kamonporn, S.Kamonporn,29/02/1988,174,63,285,Players.asp?Tourn=WGP2012&Team=THA&No=114583
247,Ajcharaporn, K.Ajcharaporn,18/06/1995,178,65,298,Players.asp?Tourn=WGP2012&Team=THA&No=133511
248,Sontaya, K.Sontaya,09/02/1991,177,68,290,Players.asp?Tourn=WGP2012&Team=THA&No=124062
249,Rasamee, S.Rasamee,10/01/1992,178,68,285,Players.asp?Tourn=WGP2012&Team=THA&No=132545
