id,name,date_of_birth,height,weight,spike,block,link
37,Jingsi Shen,3/05/1989,185,78,305,300,Players.asp?Tourn=WGP2009&Team=CHN&No=123862
38,Annerys Victoria Vargas Valdez,7/08/1981,196,70,327,320,Players.asp?Tourn=WGP2009&Team=DOM&No=113454
39,Rossy Dahiana Burgos Herrera,7/04/1985,184,70,305,300,Players.asp?Tourn=WGP2009&Team=DOM&No=114295
40,Lisvel Elisa Eve Mejia,10/09/1991,194,90,325,315,Players.asp?Tourn=WGP2009&Team=DOM&No=119591
41,Marianne Fersola Norberto,16/01/1992,191,60,315,310,Players.asp?Tourn=WGP2009&Team=DOM&No=119544
42,Brenda Castillo,5/06/1992,167,55,245,230,Players.asp?Tourn=WGP2009&Team=DOM&No=119039
43,Carmen Rosa Caso Sierra,29/11/1981,168,59,240,230,Players.asp?Tourn=WGP2009&Team=DOM&No=112460
44,Niverka Dharlenis Marte Frica,19/10/1990,178,71,295,283,Players.asp?Tourn=WGP2009&Team=DOM&No=119585
45,Candida Estefany Arias Perez,11/03/1992,194,68,320,315,Players.asp?Tourn=WGP2009&Team=DOM&No=119224
46,Nuris Arias  DoÃ±e,20/05/1973,190,78,315,306,Players.asp?Tourn=WGP2009&Team=DOM&No=113444
47,Milagros Cabral de la Cruz,17/10/1978,182,63,325,320,Players.asp?Tourn=WGP2009&Team=DOM&No=113445
48,Jeoselyna Rodriguez Santos,9/12/1991,187,63,325,315,Players.asp?Tourn=WGP2009&Team=DOM&No=119587
49,Karla Miguelina Echenique Medina,16/05/1986,180,65,279,300,Players.asp?Tourn=WGP2009&Team=DOM&No=112464
50,Cindy Carolina Rondon Martinez,12/11/1987,186,61,320,315,Players.asp?Tourn=WGP2009&Team=DOM&No=114085
51,Prisilla Rivera Brens,29/12/1984,183,67,309,305,Players.asp?Tourn=WGP2009&Team=DOM&No=112468
52,Camil Inmaculada Dominguez Martinez,7/12/1991,176,75,285,270,Players.asp?Tourn=WGP2009&Team=DOM&No=119545
53,Marifranchi Rodriguez,29/08/1990,184,68,310,300,Players.asp?Tourn=WGP2009&Team=DOM&No=115386
54,Gina Altagracia Mambru Casilla,21/01/1986,182,65,330,315,Players.asp?Tourn=WGP2009&Team=DOM&No=115391
55,Bethania De La Cruz De PeÃ±a,13/05/1987,188,70,330,320,Players.asp?Tourn=WGP2009&Team=DOM&No=114294
56,Ana Yorkira Binet Stephens,9/02/1992,174,58,280,260,Players.asp?Tourn=WGP2009&Team=DOM&No=119229
57,Lenka DÃ¼rr,10/12/1990,171,59,280,270,Players.asp?Tourn=WGP2009&Team=GER&No=119315
58,Kathleen WeiÃŸ,2/02/1984,173,64,290,273,Players.asp?Tourn=WGP2009&Team=GER&No=113902
59,Denise Hanke,31/08/1989,183,73,297,284,Players.asp?Tourn=WGP2009&Team=GER&No=119105
60,Kerstin Tzscherlich,15/02/1978,179,72,295,282,Players.asp?Tourn=WGP2009&Team=GER&No=111003
61,Lisa Thomsen,20/08/1985,172,68,290,285,Players.asp?Tourn=WGP2009&Team=GER&No=123175
62,Saskia Hippe,16/01/1991,185,67,315,292,Players.asp?Tourn=WGP2009&Team=GER&No=118954
63,Heike Beier,9/12/1983,184,73,305,293,Players.asp?Tourn=WGP2009&Team=GER&No=112477
64,Nadja Schaus,8/11/1984,187,66,305,295,Players.asp?Tourn=WGP2009&Team=GER&No=123177
65,Berit Kauffeldt,8/07/1990,190,75,311,294,Players.asp?Tourn=WGP2009&Team=GER&No=118959
66,Anne Matthes,30/04/1985,182,66,312,295,Players.asp?Tourn=WGP2009&Team=GER&No=120334
67,Christiane FÃ¼rst,29/03/1985,193,80,323,307,Players.asp?Tourn=WGP2009&Team=GER&No=112473
68,Lena MÃ¶llers,6/01/1990,188,74,312,297,Players.asp?Tourn=WGP2009&Team=GER&No=118946
69,Sarah Petrausch,31/07/1990,187,85,306,295,Players.asp?Tourn=WGP2009&Team=GER&No=118953
70,Sabrina RoÃŸ,11/04/1980,185,68,300,288,Players.asp?Tourn=WGP2009&Team=GER&No=113904
71,Maren Fromm,10/07/1986,184,68,303,295,Players.asp?Tourn=WGP2009&Team=GER&No=120333
72,Margareta Kozuch,30/10/1986,187,70,309,297,Players.asp?Tourn=WGP2009&Team=GER&No=116179
73,Anja Brandt,15/02/1990,195,77,310,295,Players.asp?Tourn=WGP2009&Team=GER&No=119318
74,Corina Ssuschke-Voigt,9/05/1983,189,75,310,298,Players.asp?Tourn=WGP2009&Team=GER&No=112479
75,Anke Borowikow,13/12/1986,186,70,305,295,Players.asp?Tourn=WGP2009&Team=GER&No=123172
76,Megumi Kurihara,31/07/1984,187,69,308,295,Players.asp?Tourn=WGP2009&Team=JPN&No=112716
77,Yuki Kawai,22/01/1990,169,63,280,275,Players.asp?Tourn=WGP2009&Team=JPN&No=120152
78,Yoshie Takeshita,18/03/1978,159,53,280,270,Players.asp?Tourn=WGP2009&Team=JPN&No=111715
79,Kaori Inoue,21/10/1982,182,59,306,300,Players.asp?Tourn=WGP2009&Team=JPN&No=122612
80,Kazuyo Mori,21/06/1976,175,64,303,291,Players.asp?Tourn=WGP2009&Team=JPN&No=124010
81,Yuko Sano,26/07/1979,159,54,260,250,Players.asp?Tourn=WGP2009&Team=JPN&No=113311
82,Hiroko Okano,25/05/1976,167,58,280,276,Players.asp?Tourn=WGP2009&Team=JPN&No=124328
83,Yuki Ishikawa,26/04/1987,181,68,302,286,Players.asp?Tourn=WGP2009&Team=JPN&No=115538
84,Mizuho Ishida,22/01/1988,174,65,301,286,Players.asp?Tourn=WGP2009&Team=JPN&No=119191
85,Yuki Shoji,19/11/1981,182,67,315,296,Players.asp?Tourn=WGP2009&Team=JPN&No=118934
86,Erika Shinomiya,3/08/1984,186,78,305,297,Players.asp?Tourn=WGP2009&Team=JPN&No=112717
87,Saori Kimura,19/08/1986,185,65,304,293,Players.asp?Tourn=WGP2009&Team=JPN&No=114038
88,Maiko Kano,15/07/1988,184,68,305,290,Players.asp?Tourn=WGP2009&Team=JPN&No=114279
89,Masami Taniguchi,17/09/1976,177,62,302,292,Players.asp?Tourn=WGP2009&Team=JPN&No=112016
90,Koyomi Iwasaki,1/05/1989,175,68,295,280,Players.asp?Tourn=WGP2009&Team=JPN&No=119198
91,Kotoe Inoue,15/02/1990,163,57,288,275,Players.asp?Tourn=WGP2009&Team=JPN&No=124327
92,Mai Yamaguchi,3/07/1983,176,62,304,292,Players.asp?Tourn=WGP2009&Team=JPN&No=122617
93,Maiko Sakashita,25/02/1985,180,74,302,296,Players.asp?Tourn=WGP2009&Team=JPN&No=120150
94,Kanari Hamaguchi,29/08/1985,167,60,283,269,Players.asp?Tourn=WGP2009&Team=JPN&No=122618
95,Min-Ji Kim,25/05/1985,187,75,304,296,Players.asp?Tourn=WGP2009&Team=KOR&No=112774
96,Hye Seon Yeum,3/02/1991,177,65,278,263,Players.asp?Tourn=WGP2009&Team=KOR&No=120148
97,So-La Lee,1/09/1987,177,62,295,285,Players.asp?Tourn=WGP2009&Team=KOR&No=117610
98,Sa Nee Kim,21/06/1981,180,75,302,292,Players.asp?Tourn=WGP2009&Team=KOR&No=111622
99,Hae Ran Kim,16/03/1984,168,60,270,250,Players.asp?Tourn=WGP2009&Team=KOR&No=112775
100,Hyun-Mi Oh,15/03/1986,175,62,270,265,Players.asp?Tourn=WGP2009&Team=KOR&No=114067
101,Hye-Suk Yoon,19/06/1983,174,60,293,283,Players.asp?Tourn=WGP2009&Team=KOR&No=114879
102,Hyejin Kim,17/02/1989,180,62,284,274,Players.asp?Tourn=WGP2009&Team=KOR&No=116436
103,Hea-Won La,28/06/1986,184,73,302,294,Players.asp?Tourn=WGP2009&Team=KOR&No=114073
104,Yeon Koung Kim,26/02/1988,192,73,330,320,Players.asp?Tourn=WGP2009&Team=KOR&No=116439
105,Jung-Hee Ji,18/03/1985,180,65,305,296,Players.asp?Tourn=WGP2009&Team=KOR&No=114068
106,Songyi Han,5/09/1984,186,65,305,298,Players.asp?Tourn=WGP2009&Team=KOR&No=112772
107,Yeon-Ju Lee,1/03/1990,180,71,282,270,Players.asp?Tourn=WGP2009&Team=KOR&No=116442
108,Hyo Jin Yang,14/12/1989,190,72,340,338,Players.asp?Tourn=WGP2009&Team=KOR&No=116443
109,Se Young Kim,4/06/1981,190,72,294,284,Players.asp?Tourn=WGP2009&Team=KOR&No=113906
110,Yoo Na Bae,30/11/1989,182,68,285,275,Players.asp?Tourn=WGP2009&Team=KOR&No=116431
111,Bo-Lam Lee,8/08/1988,185,75,283,274,Players.asp?Tourn=WGP2009&Team=KOR&No=116441
112,Hyun Jung Na,10/03/1990,163,54,257,250,Players.asp?Tourn=WGP2009&Team=KOR&No=119487
113,Heejin Kim,29/04/1991,185,75,305,295,Players.asp?Tourn=WGP2009&Team=KOR&No=119484
114,Kim Staelens,7/01/1982,182,78,305,301,Players.asp?Tourn=WGP2009&Team=NED&No=113634
115,Monique Wismeijer,21/10/1978,176,77,0,0,Players.asp?Tourn=WGP2009&Team=NED&No=120497
116,Francien Huurman,18/04/1975,192,80,313,292,Players.asp?Tourn=WGP2009&Team=NED&No=113635
117,ChaÃ¯ne Staelens,7/11/1980,194,79,316,299,Players.asp?Tourn=WGP2009&Team=NED&No=110020
118,Robin De Kruijf,5/05/1991,192,81,313,300,Players.asp?Tourn=WGP2009&Team=NED&No=120504
119,Maret Balkestein-Grothues,16/09/1988,180,68,304,285,Players.asp?Tourn=WGP2009&Team=NED&No=120501
120,Elke Wijnhoven,3/01/1981,169,64,300,282,Players.asp?Tourn=WGP2009&Team=NED&No=113639
121,Alice Blom,7/04/1980,178,64,305,280,Players.asp?Tourn=WGP2009&Team=NED&No=113640
122,Myrthe Schoot,29/08/1988,182,70,298,286,Players.asp?Tourn=WGP2009&Team=NED&No=123468
123,Janneke van Tienen,29/05/1979,177,73,294,273,Players.asp?Tourn=WGP2009&Team=NED&No=113637
124,Caroline Wensink,4/08/1984,186,80,309,305,Players.asp?Tourn=WGP2009&Team=NED&No=113651
125,Manon Nummerdor-Flier,8/02/1984,192,71,315,301,Players.asp?Tourn=WGP2009&Team=NED&No=113642
126,Anne Buijs,2/12/1991,191,73,317,299,Players.asp?Tourn=WGP2009&Team=NED&No=120503
127,Floortje Meijners,16/01/1987,190,75,311,283,Players.asp?Tourn=WGP2009&Team=NED&No=114750
128,Ingrid Visser,4/06/1977,190,74,314,298,Players.asp?Tourn=WGP2009&Team=NED&No=113644
129,Debby Stam-Pilon,24/07/1984,184,69,303,281,Players.asp?Tourn=WGP2009&Team=NED&No=114745
130,Deborah van Daelen,24/03/1989,188,70,309,287,Players.asp?Tourn=WGP2009&Team=NED&No=120502
131,Sharon Zuidema,13/08/1990,185,72,0,0,Players.asp?Tourn=WGP2009&Team=NED&No=123470
132,Leonarda Sgroot,26/02/1986,180,64,0,0,Players.asp?Tourn=WGP2009&Team=NED&No=123467
133,Katarzyna Skowronska-Dolata,30/06/1983,189,75,314,296,Players.asp?Tourn=WGP2009&Team=POL&No=112551
134,Mariola Zenik,3/07/1982,175,65,300,295,Players.asp?Tourn=WGP2009&Team=POL&No=114527
135,Anna Wozniakowska,2/03/1982,182,74,310,289,Players.asp?Tourn=WGP2009&Team=POL&No=112553
136,Dorota Pykosz,22/10/1978,182,70,310,290,Players.asp?Tourn=WGP2009&Team=POL&No=122957
137,Maja Tokarska,22/02/1991,194,79,317,293,Players.asp?Tourn=WGP2009&Team=POL&No=123927
138,Agnieszka Bednarek-Kasza,20/02/1986,185,71,310,295,Players.asp?Tourn=WGP2009&Team=POL&No=119134
139,Izabela Belcik,29/11/1980,185,65,304,292,Players.asp?Tourn=WGP2009&Team=POL&No=113513
140,Dorota Swieniewicz,27/07/1972,180,64,315,305,Players.asp?Tourn=WGP2009&Team=POL&No=114029
141,Agata Sawicka,17/01/1985,180,64,295,277,Players.asp?Tourn=WGP2009&Team=POL&No=119137
142,Klaudia Kaczorowska,20/12/1988,184,68,303,281,Players.asp?Tourn=WGP2009&Team=POL&No=119139
143,Anna Werblinska,14/05/1984,178,66,308,292,Players.asp?Tourn=WGP2009&Team=POL&No=112544
144,Milena Radecka,18/10/1984,177,65,302,295,Players.asp?Tourn=WGP2009&Team=POL&No=119136
145,Paulina Maj-Erwardt,22/03/1987,166,58,277,255,Players.asp?Tourn=WGP2009&Team=POL&No=118379
146,Eleonora Dziekiewicz,25/10/1978,185,75,307,295,Players.asp?Tourn=WGP2009&Team=POL&No=119131
147,Katarzyna Gajgal,21/09/1981,190,85,300,287,Players.asp?Tourn=WGP2009&Team=POL&No=120320
148,Aleksandra Jagielo,2/06/1980,180,70,308,291,Players.asp?Tourn=WGP2009&Team=POL&No=113518
149,Joanna Kaczor,16/09/1984,191,64,305,290,Players.asp?Tourn=WGP2009&Team=POL&No=112557
150,Berenika Tomsia,18/03/1988,188,72,310,302,Players.asp?Tourn=WGP2009&Team=POL&No=114293
151,Joanna Wolosz,7/04/1990,181,71,303,281,Players.asp?Tourn=WGP2009&Team=POL&No=118591
152,Debora Seilhamer,4/10/1985,166,61,245,240,Players.asp?Tourn=WGP2009&Team=PUR&No=120323
153,Shara Venegas,18/09/1992,173,68,280,272,Players.asp?Tourn=WGP2009&Team=PUR&No=124411
154,Vilmarie Mojica,13/08/1985,180,63,295,288,Players.asp?Tourn=WGP2009&Team=PUR&No=112818
155,Tatiana EncarnaciÃ³n,28/07/1985,182,72,300,279,Players.asp?Tourn=WGP2009&Team=PUR&No=112814
156,Sarai Alvarez,3/04/1986,183,61,295,286,Players.asp?Tourn=WGP2009&Team=PUR&No=115293
157,Yarimar Rosa,20/06/1988,178,62,295,285,Players.asp?Tourn=WGP2009&Team=PUR&No=115005
158,Stephanie Enright,15/12/1990,179,56,300,292,Players.asp?Tourn=WGP2009&Team=PUR&No=119141
159,Eva Cruz,22/01/1974,182,72,305,290,Players.asp?Tourn=WGP2009&Team=PUR&No=113536
160,Aurea Cruz,10/01/1982,180,63,310,290,Players.asp?Tourn=WGP2009&Team=PUR&No=113532
161,Roselly Perez,5/01/1988,185,58,290,283,Players.asp?Tourn=WGP2009&Team=PUR&No=115289
162,Karina Ocasio,1/08/1985,192,76,298,288,Players.asp?Tourn=WGP2009&Team=PUR&No=116900
163,Ania Ruiz,11/07/1982,182,68,305,284,Players.asp?Tourn=WGP2009&Team=PUR&No=113539
164,Yamileska Yantin Luberza,9/04/1984,187,68,299,288,Players.asp?Tourn=WGP2009&Team=PUR&No=118337
165,Raimariely Santos,13/04/1992,180,68,284,280,Players.asp?Tourn=WGP2009&Team=PUR&No=124213
166,Jessica Candelario,2/11/1987,180,76,302,295,Players.asp?Tourn=WGP2009&Team=PUR&No=115011
167,Alexandra Oquendo,3/02/1984,189,75,297,284,Players.asp?Tourn=WGP2009&Team=PUR&No=112820
168,Sheila Ocasio,17/11/1982,195,74,310,292,Players.asp?Tourn=WGP2009&Team=PUR&No=113538
169,Wilnelia GonzÃ¡lez,2/04/1985,183,65,302,294,Players.asp?Tourn=WGP2009&Team=PUR&No=124214
170,Laudevis Marrero,3/08/1987,179,75,295,285,Players.asp?Tourn=WGP2009&Team=PUR&No=115009
171,Maria Borisenko,8/03/1986,190,80,301,297,Players.asp?Tourn=WGP2009&Team=RUS&No=115147
172,Anna Makarova,2/04/1984,194,86,306,302,Players.asp?Tourn=WGP2009&Team=RUS&No=124279
173,Maria Zhadan,6/02/1983,178,70,283,280,Players.asp?Tourn=WGP2009&Team=RUS&No=116388
174,Elena Murtazaeva,25/08/1981,190,73,309,304,Players.asp?Tourn=WGP2009&Team=RUS&No=120592
175,Alexandra Pasynkova,14/04/1987,190,75,313,305,Players.asp?Tourn=WGP2009&Team=RUS&No=114288
176,Ksenia Naumova,1/02/1990,190,73,305,300,Players.asp?Tourn=WGP2009&Team=RUS&No=119365
177,Natalya Safronova,6/02/1979,190,77,312,305,Players.asp?Tourn=WGP2009&Team=RUS&No=111360
178,Iuliia Merkulova,17/02/1984,202,75,317,308,Players.asp?Tourn=WGP2009&Team=RUS&No=112785
179,Olga Fateeva,4/05/1984,190,72,310,303,Players.asp?Tourn=WGP2009&Team=RUS&No=111580
180,Iuliia Morozova,8/01/1985,192,79,305,301,Players.asp?Tourn=WGP2009&Team=RUS&No=120593
181,Ekaterina Gamova,17/10/1980,202,80,321,310,Players.asp?Tourn=WGP2009&Team=RUS&No=111379
182,Marina Babeshina,26/06/1985,181,62,291,289,Players.asp?Tourn=WGP2009&Team=RUS&No=112783
183,Evgeniya Startseva,12/02/1989,185,68,294,290,Players.asp?Tourn=WGP2009&Team=RUS&No=119097
184,Ekaterina Ulanova,5/08/1986,172,61,298,290,Players.asp?Tourn=WGP2009&Team=RUS&No=118119
185,Tatyana Kosheleva,23/12/1988,191,67,315,305,Players.asp?Tourn=WGP2009&Team=RUS&No=119677
186,Olga Sazhina,19/02/1986,188,71,297,292,Players.asp?Tourn=WGP2009&Team=RUS&No=114289
187,Yana Shcherban,6/09/1989,185,71,298,294,Players.asp?Tourn=WGP2009&Team=RUS&No=124282
188,Ekaterina Starodubova,19/10/1984,176,65,301,292,Players.asp?Tourn=WGP2009&Team=RUS&No=124278
189,Victoria Rusakova,23/10/1988,188,72,310,305,Players.asp?Tourn=WGP2009&Team=RUS&No=116884
190,Wanna Buakaew,2/01/1981,172,54,292,277,Players.asp?Tourn=WGP2009&Team=THA&No=113348
191,Piyatida Lasungnern,23/10/1990,174,67,290,280,Players.asp?Tourn=WGP2009&Team=THA&No=124061
192,Sontaya Keawbundit,9/02/1991,177,68,290,280,Players.asp?Tourn=WGP2009&Team=THA&No=124062
193,Siriporn Sooksen,9/02/1988,180,66,308,292,Players.asp?Tourn=WGP2009&Team=THA&No=119000
194,Pleumjit Thinkaow,9/11/1983,180,67,303,283,Players.asp?Tourn=WGP2009&Team=THA&No=113352
195,Onuma Sittirak,13/06/1986,175,72,304,285,Players.asp?Tourn=WGP2009&Team=THA&No=114638
196,Narumon Khanan,26/01/1983,180,66,311,289,Players.asp?Tourn=WGP2009&Team=THA&No=113354
197,Utaiwan Kaensing,7/09/1988,189,86,310,295,Players.asp?Tourn=WGP2009&Team=THA&No=119005
198,Pornthip Santrong,11/08/1988,178,60,314,295,Players.asp?Tourn=WGP2009&Team=THA&No=118999
199,Wilavan Apinyapong,6/06/1984,174,70,294,282,Players.asp?Tourn=WGP2009&Team=THA&No=113916
200,Amporn Hyapha,19/05/1985,180,70,301,290,Players.asp?Tourn=WGP2009&Team=THA&No=113358
201,Kamonporn Sukmak,29/02/1988,174,63,285,275,Players.asp?Tourn=WGP2009&Team=THA&No=114583
202,Nootsara Tomkom,7/07/1985,169,57,289,278,Players.asp?Tourn=WGP2009&Team=THA&No=113917
203,Kittiyakorn Phansamdaeng,4/01/1988,175,63,294,280,Players.asp?Tourn=WGP2009&Team=THA&No=119004
204,Malika Kanthong,8/01/1987,178,65,292,278,Players.asp?Tourn=WGP2009&Team=THA&No=114283
205,Patcharee Deesamer,3/02/1989,180,74,306,293,Players.asp?Tourn=WGP2009&Team=THA&No=118997
206,Somruk Sungpokeaw,22/02/1985,175,64,275,269,Players.asp?Tourn=WGP2009&Team=THA&No=113919
207,Em-orn Phanusit,25/03/1988,179,70,302,291,Players.asp?Tourn=WGP2009&Team=THA&No=119012
208,Tapaphaipun Chaisri,29/11/1989,168,70,295,276,Players.asp?Tourn=WGP2009&Team=THA&No=118998
