id,name,date_of_birth,height,weight,spike,block,link
40,Yang Mi,24/01/1989,180,70,305,298,Players.asp?Tourn=WWC2011&Team=CHN&No=119296
41,Jie Yang,01/03/1994,194,82,312,300,Players.asp?Tourn=WWC2011&Team=CHN&No=119302
42,Ruoqi Hui,04/03/1991,189,70,312,305,Players.asp?Tourn=WWC2011&Team=CHN&No=123853
43,Xian Zhang,16/03/1985,168,57,290,280,Players.asp?Tourn=WWC2011&Team=CHN&No=118621
44,Qiuyue Wei,26/09/1988,182,75,305,300,Players.asp?Tourn=WWC2011&Team=CHN&No=114976
45,Junjing Yang,15/05/1989,190,70,308,300,Players.asp?Tourn=WWC2011&Team=CHN&No=118690
46,Danna Shan,08/10/1991,168,60,290,285,Players.asp?Tourn=WWC2011&Team=CHN&No=124138
47,Yunli Xu,02/08/1987,196,75,317,315,Players.asp?Tourn=WWC2011&Team=CHN&No=123864
48,Zhou Yang,21/04/1992,190,78,308,303,Players.asp?Tourn=WWC2011&Team=CHN&No=133590
49,Liyi Chen,27/04/1989,184,75,302,290,Players.asp?Tourn=WWC2011&Team=CHN&No=119295
50,Yunwen Ma,19/10/1986,190,76,315,307,Players.asp?Tourn=WWC2011&Team=CHN&No=114518
51,Lei Zhang,11/01/1985,181,71,316,310,Players.asp?Tourn=WWC2011&Team=CHN&No=132057
52,Linlin Fan,01/12/1991,190,77,316,301,Players.asp?Tourn=WWC2011&Team=CHN&No=116423
53,Lenka DÃƒÂ¼rr,10/12/1990,171,59,280,270,Players.asp?Tourn=WWC2011&Team=GER&No=119315
54,Kathleen WeiÃƒÅ¸,02/02/1984,173,64,290,273,Players.asp?Tourn=WWC2011&Team=GER&No=113902
55,Kerstin Tzscherlich,15/02/1978,179,72,295,282,Players.asp?Tourn=WWC2011&Team=GER&No=111003
56,Angelina HÃƒÂ¼bner-GrÃƒÂ¼n,02/12/1979,185,74,309,287,Players.asp?Tourn=WWC2011&Team=GER&No=111007
57,Berit Kauffeldt,08/07/1990,190,75,311,294,Players.asp?Tourn=WWC2011&Team=GER&No=118959
58,Corina Ssuschke-Voigt,09/05/1983,189,75,310,298,Players.asp?Tourn=WWC2011&Team=GER&No=112479
59,Anne Matthes,30/04/1985,182,66,312,295,Players.asp?Tourn=WWC2011&Team=GER&No=120334
60,Christiane FÃƒÂ¼rst,29/03/1985,193,80,323,307,Players.asp?Tourn=WWC2011&Team=GER&No=112473
61,Saskia Hippe,16/01/1991,185,67,315,292,Players.asp?Tourn=WWC2011&Team=GER&No=118954
62,Margareta Kozuch,30/10/1986,187,70,309,297,Players.asp?Tourn=WWC2011&Team=GER&No=116179
63,Maren Fromm,10/07/1986,184,68,303,295,Players.asp?Tourn=WWC2011&Team=GER&No=120333
64,Lisa Thomsen,20/08/1985,172,68,290,285,Players.asp?Tourn=WWC2011&Team=GER&No=123175
65,Regina Burchardt,01/07/1983,186,77,302,294,Players.asp?Tourn=WWC2011&Team=GER&No=112480
66,Mareen Von RÃƒÂ¶mer,26/03/1987,183,73,295,284,Players.asp?Tourn=WWC2011&Team=GER&No=114525
67,Sara Anzanello,30/07/1980,193,78,316,298,Players.asp?Tourn=WWC2011&Team=ITA&No=113620
68,Cristina Barcellini,20/11/1986,183,78,307,292,Players.asp?Tourn=WWC2011&Team=ITA&No=124171
69,Paola Croce,06/03/1978,167,52,290,265,Players.asp?Tourn=WWC2011&Team=ITA&No=113630
70,Monica De Gennaro,08/01/1987,174,67,292,217,Players.asp?Tourn=WWC2011&Team=ITA&No=115478
71,Carolina del Pilar Costagrande,15/10/1980,188,80,312,291,Players.asp?Tourn=WWC2011&Team=ITA&No=134088
72,Caterina Bosetti,02/02/1994,179,59,299,281,Players.asp?Tourn=WWC2011&Team=ITA&No=123744
73,Immacolata Sirressi,19/05/1990,175,62,290,220,Players.asp?Tourn=WWC2011&Team=ITA&No=118763
74,Valentina Arrighetti,26/01/1985,185,72,318,310,Players.asp?Tourn=WWC2011&Team=ITA&No=112728
75,Eleonora Lo Bianco,22/12/1979,171,67,287,273,Players.asp?Tourn=WWC2011&Team=ITA&No=113627
76,Antonella Del Core,05/11/1980,180,70,296,279,Players.asp?Tourn=WWC2011&Team=ITA&No=114249
77,Lucia Bosetti,09/07/1989,178,63,310,292,Players.asp?Tourn=WWC2011&Team=ITA&No=115816
78,Simona Gioli,17/09/1977,185,70,307,283,Players.asp?Tourn=WWC2011&Team=ITA&No=113905
79,Noemi Signorile,15/02/1990,183,72,294,290,Players.asp?Tourn=WWC2011&Team=ITA&No=132039
80,Raphaela Folie,07/03/1991,187,73,324,300,Players.asp?Tourn=WWC2011&Team=ITA&No=135582
81,Hitomi Nakamichi,18/09/1985,159,53,270,256,Players.asp?Tourn=WWC2011&Team=JPN&No=134030
82,Yoshie Takeshita,18/03/1978,159,53,280,270,Players.asp?Tourn=WWC2011&Team=JPN&No=111715
83,Yuko Sano,26/07/1979,159,54,260,250,Players.asp?Tourn=WWC2011&Team=JPN&No=113311
84,Mai Yamaguchi,03/07/1983,176,62,304,292,Players.asp?Tourn=WWC2011&Team=JPN&No=122617
85,Kotoki Zayasu,11/01/1990,159,57,270,255,Players.asp?Tourn=WWC2011&Team=JPN&No=135413
86,Mizuho Ishida,22/01/1988,174,65,301,286,Players.asp?Tourn=WWC2011&Team=JPN&No=119191
87,Nana Iwasaka,03/07/1990,187,76,298,293,Players.asp?Tourn=WWC2011&Team=JPN&No=135410
88,Erika Shinomiya,03/08/1984,186,78,305,297,Players.asp?Tourn=WWC2011&Team=JPN&No=112717
89,Saori Kimura,19/08/1986,185,65,304,293,Players.asp?Tourn=WWC2011&Team=JPN&No=114038
90,Risa Shinnabe,11/07/1990,175,64,293,285,Players.asp?Tourn=WWC2011&Team=JPN&No=135411
91,Yukiko Ebata,07/11/1989,176,67,305,298,Players.asp?Tourn=WWC2011&Team=JPN&No=132056
92,Maiko Kano,15/07/1988,185,72,303,285,Players.asp?Tourn=WWC2011&Team=JPN&No=122614
93,Saori Sakoda,18/12/1987,175,63,305,279,Players.asp?Tourn=WWC2011&Team=JPN&No=132053
94,Kazuyo Mori,21/06/1976,175,64,303,291,Players.asp?Tourn=WWC2011&Team=JPN&No=124010
95,Everlyne Makuto,25/08/1990,181,64,328,308,Players.asp?Tourn=WWC2011&Team=KEN&No=124183
96,Esther Wangeci,22/11/1990,180,73,302,296,Players.asp?Tourn=WWC2011&Team=KEN&No=124180
97,Diana Khisa,26/05/1987,180,72,305,300,Players.asp?Tourn=WWC2011&Team=KEN&No=117695
98,Ruth Jepngetich,09/04/1990,186,74,194,199,Players.asp?Tourn=WWC2011&Team=KEN&No=132935
99,Janet Wanja,24/02/1984,175,59,299,287,Players.asp?Tourn=WWC2011&Team=KEN&No=114310
100,Roseline Odhiambo,11/03/1981,179,71,280,264,Players.asp?Tourn=WWC2011&Team=KEN&No=133185
101,Noel Murambi,29/01/1989,178,68,302,297,Players.asp?Tourn=WWC2011&Team=KEN&No=137998
102,Lydia Maiyo,03/11/1988,185,75,325,315,Players.asp?Tourn=WWC2011&Team=KEN&No=112746
103,Mercy Moim,01/01/1989,183,72,320,308,Players.asp?Tourn=WWC2011&Team=KEN&No=112744
104,Brackcides Khadambi,14/05/1984,180,70,310,306,Players.asp?Tourn=WWC2011&Team=KEN&No=118369
105,Judith Tarus,26/06/1986,170,60,260,256,Players.asp?Tourn=WWC2011&Team=KEN&No=112742
106,Florence Bosire,26/09/1988,175,60,270,255,Players.asp?Tourn=WWC2011&Team=KEN&No=124315
107,Rossy Dahiana Burgos Herrera,07/04/1985,184,70,305,300,Players.asp?Tourn=WWC2011&Team=DOM&No=114295
108,Lisvel Elisa Eve Mejia,10/09/1991,194,90,325,315,Players.asp?Tourn=WWC2011&Team=DOM&No=119591
109,Brenda Castillo,05/06/1992,167,55,245,230,Players.asp?Tourn=WWC2011&Team=DOM&No=119039
110,Carmen Rosa Caso Sierra,29/11/1981,168,59,240,230,Players.asp?Tourn=WWC2011&Team=DOM&No=112460
111,Niverka Dharlenis Marte Frica,19/10/1990,178,71,295,283,Players.asp?Tourn=WWC2011&Team=DOM&No=119585
112,Candida Estefany Arias Perez,11/03/1992,194,68,320,315,Players.asp?Tourn=WWC2011&Team=DOM&No=119224
113,Milagros Cabral de la Cruz,17/10/1978,182,63,325,320,Players.asp?Tourn=WWC2011&Team=DOM&No=113445
114,Jeoselyna Rodriguez Santos,09/12/1991,187,63,325,315,Players.asp?Tourn=WWC2011&Team=DOM&No=119587
115,Karla Miguelina Echenique Medina,16/05/1986,180,65,300,290,Players.asp?Tourn=WWC2011&Team=DOM&No=112464
116,Cindy Carolina Rondon Martinez,12/11/1987,186,61,320,315,Players.asp?Tourn=WWC2011&Team=DOM&No=114085
117,Prisilla Rivera Brens,29/12/1984,183,67,309,305,Players.asp?Tourn=WWC2011&Team=DOM&No=112468
118,Bethania De La Cruz De PeÃƒÂ±a,13/05/1987,188,70,330,320,Players.asp?Tourn=WWC2011&Team=DOM&No=114294
119,Ana Yorkira Binet Stephens,09/02/1992,174,58,280,260,Players.asp?Tourn=WWC2011&Team=DOM&No=119229
120,Brayelin Elizabeth Martinez,11/09/1996,201,83,330,320,Players.asp?Tourn=WWC2011&Team=DOM&No=123982
121,Min-Ji Kim,25/05/1985,187,75,304,296,Players.asp?Tourn=WWC2011&Team=KOR&No=112774
122,Ji-Youn Jung,28/06/1980,178,64,295,284,Players.asp?Tourn=WWC2011&Team=KOR&No=113907
123,Youn Joo Hwang,13/08/1986,177,64,285,265,Players.asp?Tourn=WWC2011&Team=KOR&No=114880
124,Youn-Ok Choi,23/04/1985,173,59,290,280,Players.asp?Tourn=WWC2011&Team=KOR&No=138033
125,Hye-Suk Yoon,19/06/1983,174,60,293,283,Players.asp?Tourn=WWC2011&Team=KOR&No=114879
126,Jie Youn Nam,25/05/1983,170,61,285,273,Players.asp?Tourn=WWC2011&Team=KOR&No=112496
127,Yeon Koung Kim,26/02/1988,192,73,330,320,Players.asp?Tourn=WWC2011&Team=KOR&No=116439
128,Bo-Lam Lee,08/08/1988,185,75,283,274,Players.asp?Tourn=WWC2011&Team=KOR&No=116441
129,Yea-Na Joo,02/05/1990,175,61,289,280,Players.asp?Tourn=WWC2011&Team=KOR&No=119472
130,Se Young Kim,04/06/1981,190,72,294,284,Players.asp?Tourn=WWC2011&Team=KOR&No=113906
131,Young-Eun Jang,30/10/1993,182,68,290,270,Players.asp?Tourn=WWC2011&Team=KOR&No=133087
132,Hyejin Kim,17/02/1989,180,62,284,274,Players.asp?Tourn=WWC2011&Team=KOR&No=116436
133,Heejin Kim,29/04/1991,185,75,305,295,Players.asp?Tourn=WWC2011&Team=KOR&No=119484
134,Jeongah Park,26/03/1993,187,75,300,290,Players.asp?Tourn=WWC2011&Team=KOR&No=131893
135,Alisha Glass,05/04/1988,184,72,305,300,Players.asp?Tourn=WWC2011&Team=USA&No=132576
136,Danielle Scott-Arruda,01/10/1972,188,84,325,302,Players.asp?Tourn=WWC2011&Team=USA&No=113366
137,Tayyiba Haneef-Park,23/03/1979,200,82,328,312,Players.asp?Tourn=WWC2011&Team=USA&No=113377
138,Lindsey Berg,16/07/1980,173,75,287,274,Players.asp?Tourn=WWC2011&Team=USA&No=117611
139,Nicole Davis,24/04/1982,167,73,284,266,Players.asp?Tourn=WWC2011&Team=USA&No=112581
140,Heather Bown,29/11/1978,188,90,301,290,Players.asp?Tourn=WWC2011&Team=USA&No=113369
141,Cynthia Barboza,07/02/1987,183,68,311,301,Players.asp?Tourn=WWC2011&Team=USA&No=112592
142,Jennifer Tamas,23/11/1982,191,82,315,301,Players.asp?Tourn=WWC2011&Team=USA&No=114061
143,Jordan Larson,16/10/1986,188,75,302,295,Players.asp?Tourn=WWC2011&Team=USA&No=114051
144,Nancy Metcalf,12/11/1978,186,73,314,292,Players.asp?Tourn=WWC2011&Team=USA&No=113376
145,Tamari Miyashiro,08/07/1987,170,70,284,266,Players.asp?Tourn=WWC2011&Team=USA&No=132048
146,Logan Tom,25/05/1981,186,80,306,297,Players.asp?Tourn=WWC2011&Team=USA&No=113373
147,Foluke Akinradewo,05/10/1987,191,79,331,300,Players.asp?Tourn=WWC2011&Team=USA&No=115495
148,Megan Easy,15/10/1988,191,80,320,297,Players.asp?Tourn=WWC2011&Team=USA&No=115857
